,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Inventory,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Receviables,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,Current_Assets_Total,REV,GROSS,CGS,OPR,SGA_2,NETINC,NETINC_1,FINCOST,FININC,TAX,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,CFO_Total,PER,ROA,CurrentRatio,LiabRatio,GrossMargin,AssetTurnover,ROA_prev,GrossMargin_prev,AssetTurnover_prev,LiabRatio_prev,CurrentRatio_prev,SHARES_prev,F_ROA,F_ROA_dt,F_CFO,F_Accrual,F_Liquid,F_Lever,F_Shares,F_Margin,F_Turn,F_Score
344,004690,2022-05-10,121000,11307,1345532500,490658025000,4055025,2021-12-31,Y,4245308999999,16128000000,472368999999,402444000000,609131000000,913521999999,781885000000,9713000000,1871659000000,150000000,6115000000,1460127000000,1344736000000,1551689000000,3763316000000,377656000000,3385658999999,69998000000,75268000000,71110000000,59528000000,32426000000,17103000000,-176000000,129411999999,3772999999,340892000000,6.899986288848263,1.6750253044010872,1.698578687761979,0.6256455774045683,0.10035192367582206,0.8864645659481764,0.70601987384286,0.11844239708332087,0.8311075693247681,0.5252522637952382,1.7160148058106237,4055025,1,1,1,1,0,0,1,0,1,6
345,010960,2022-05-10,4870,60642,293969315,121750000000,25000000,2021-12-31,Y,296852000000,15791999999,73068000000,7895000000,73991000000,62359000000,49123000000,0,13782000000,1222000000,1522000000,220710000000,220710000000,172371000000,317259000000,26502000000,290757000000,13085000000,367000000,13928000000,13927000000,300000000,4705000000,4535000000,1574000000,0,-9093000000,8.741384261918437,4.691900340910622,2.7641719719687616,0.2825381722622446,0.08353427325938743,1.0687446943257919,6.002800475697242,0.07393087126148935,1.1616859119448602,0.4250368996707414,2.1800970549607106,25000000,1,0,0,0,1,1,1,1,0,5
353,007540,2022-05-10,60400,321674,20449674900,173698320000,2875800,2021-12-31,Y,442738000000,57088000000,84250000000,30520000000,34501000000,84586000000,49959000000,0,44742000000,296000000,351000000,313410000000,190884000000,210015000000,348963000000,140756000000,208208000000,21904000000,7159999999,22972000000,11877000000,3511999999,6909000000,3057000000,16410000000,2556000000,33192000000,7.561305937663242,5.188621713067322,2.482857683304566,0.2698892824096232,0.40335508349022675,0.7881930170891136,9.253953761714364,0.45355965349947974,0.8371270555887877,0.19258233450283155,3.144924433080758,2875800,1,0,1,1,0,0,1,0,0,4
354,248170,2022-05-10,43750,75830,3356281400,199862512500,4568286,2021-12-31,Y,327532000000,55167999999,47000000000,29604000000,34170000000,83173000000,48865000000,0,29402999999,158000000,0,214955000000,214955000000,169591000000,348701000000,139486000000,209215000000,23510000000,4774000000,23692000000,23692000000,3547999999,5390000000,2455000000,16007000000,249000000,32031000000,8.435864954414992,7.23349168936165,2.039015064985031,0.38693214858923963,0.4000160596040734,1.0646318527655314,13.42074012857882,0.448570147578453,1.187321547561879,0.2921889716251164,2.4322909246331386,4568286,1,0,1,1,0,0,1,0,0,4
370,004490,2022-05-10,68900,91002,6195927100,964600000000,14000000,2021-12-31,Y,1684409000000,243705000000,426606000000,96380000000,251278000000,431560000000,139612000000,0,40849000000,8215000000,799000000,1211999000000,1180077000000,1057599000000,1352008000000,212180000000,1139827000000,99705000000,5229000000,85233000000,84313000000,4409000000,9305000000,33416000000,41507000000,641000000,11592000000,11.317212816632056,5.060113072300136,2.4506418574474003,0.3560729010502484,0.15693694120153134,0.8026601615165913,4.405750627765646,0.14960196872423254,0.8272857002296051,0.31149757212551893,2.751712972250556,14000000,1,1,1,0,0,0,1,1,0,5
387,004430,2022-05-10,25100,600609,14733987050,602400000000,24000000,2021-12-31,Y,1115649000000,335880000000,1145000000,97744000000,179720000000,443999000000,173706000000,0,128396000000,0,14488999999,543254000000,543254000000,628381000000,998190000000,245025000000,753165000000,105714000000,2369000000,71209000000,72273000000,32301000000,27863000000,29975000000,33045000000,614000000,-18297000000,8.459604825232766,6.382742242407782,1.415275710080428,0.817295408777478,0.24546929943197188,0.8947168867627722,3.1829944048198824,0.20299516692911826,0.906441397667263,0.6324140177822078,1.4061278239094985,24000000,1,1,0,0,1,0,1,1,0,5
389,053210,2022-05-10,9300,100431,920945400,444744283800,47821966,2021-12-31,Y,1275645000000,2773000000,125385999999,80672000000,131105000000,249676000000,127808999999,0,220017999999,5921000000,12257000000,805951000000,791822000000,408484000000,763223000000,763223000000,0,73019000000,91237000000,62309000000,60196000000,2247000000,7420999999,19591000000,64075000000,27162000000,102947000000,7.137721417451733,4.8845094050460744,1.636056329002387,0.30979054557907365,1.0,0.5983036032752059,6.328604553028029,1.0,0.7599056419090874,0.20584146139968862,3.1353533112323473,47821966,1,0,1,1,0,0,1,0,0,4
390,134790,2022-05-10,54900,1653,90287500,109800000000,2000000,2021-12-31,Y,84806000000,23213000000,0,7023000000,19226000000,19969000000,14272000000,0,3386999999,0,0,61450000000,61450000000,49930000000,251937000000,60254000000,191683000000,12699000000,1569000000,12935000000,12935000000,280000000,140000000,2413000000,4384000000,0,-7169000000,8.488596830305372,15.25245855246091,2.500375582152336,0.3249633848657445,0.23916296534451073,2.9707449944579394,18.110532195921607,0.25021319618444765,2.375304104497092,0.8333948263846186,1.4378228146982144,2000000,1,0,0,0,1,1,1,0,1,5
396,035510,2022-05-10,15950,69337,1087432450,274340000000,17200000,2021-12-31,Y,354135000000,19047000000,300000000,70427000000,75776000000,69796000000,51133000000,0,8036000000,64000000,2197000000,276303000000,276303000000,178686000000,526089000000,69824000000,456264999999,35527000000,2829000000,39007000000,39007000000,419000000,6030000000,8938000000,11942000000,3454999999,31880000000,7.033096623682929,11.014726022562018,2.5601180583414522,0.25260673970242814,0.13272279025031886,1.485560591299928,24.527084669999226,0.1408845990468616,1.6932166703094484,0.3072209340841338,2.2602541393916056,17200000,1,0,1,0,1,1,1,0,0,5
422,267850,2022-05-10,17350,39182,660378250,192585000000,11100000,2021-12-31,Y,222136000000,0,94958000000,19094000000,39426000000,53532000000,37151000000,0,13025000000,0,453000000,155579000000,155579000000,159869000000,174723000000,16150000000,158573000000,7289000000,1306000000,26362000000,26362000000,909000000,3592000000,8083000000,6279000000,1237000000,5613000000,7.305401714589181,11.86750459178161,2.986419337966076,0.3440824275769866,0.0924320209703359,0.7865586847696906,-3.9941044987359815,0.09408490975466544,0.9558471854837922,0.36329783558425405,2.6464695563962213,11100000,1,1,1,0,1,1,1,0,0,6
424,122900,2022-05-10,10450,136227,1410275950,349331378000,33428840,2021-12-31,Y,1120160000000,71699000000,152324000000,65317999999,529338000000,644517000000,595994000000,0,58869000000,600000000,2206000000,416774000000,364019000000,834933000000,3132492000000,146308000000,2986184000000,45421000000,13863999999,44499000000,38166000000,2288000000,22251000000,17726000000,10396000000,9256000000,54166000000,7.850319737522192,3.9725574917868878,1.2954398409972119,1.546442436428376,0.0467065837678117,2.79646836166262,2.59267694795111,0.05027591990028918,2.5561373074509754,1.514421877701888,1.3727710847189734,33428840,1,1,1,1,0,0,1,0,1,6
436,140910,2022-05-10,7540,6256,47053460,33651261280,4463032,2021-12-31,Y,94100000000,50200000000,0,27800000000,0,42100000000,1500000000,0,16200000000,0,2100000000,35800000000,0,79200000000,7300000000,6900000000,400000000,4600000000,100000000,3300000000,0,400000000,200000000,1000000000,400000000,0,-24700000000,10.197351903030302,3.5069075451647183,1.8812351543942993,1.175977653631285,0.9452054794520548,0.077577045696068,15.54524361948956,0.21682242990654205,1.2412993039443156,0.08719346049046321,8.59375,4463032,1,0,0,0,0,0,1,1,0,3
441,244920,2022-05-10,6920,347759,2235397230,156445235560,22607693,2021-12-31,Y,285589000000,693000000,69262000000,20344000000,23729000000,78232000000,21264000000,0,79756000000,52014000000,287000000,127602000000,98130000000,148547000000,258019999999,258019999999,0,5737000000,18430000000,15413000000,12104000000,1411000000,3069000000,6061000000,17900000000,666000000,12202000000,10.150213168104846,5.396916547906256,1.8988010021474588,0.6130938386545666,1.0,0.9034661699120065,8.660985420608295,1.0,1.133376790625944,0.5684904028653193,1.7561277777181947,22607693,1,0,1,0,1,0,1,0,0,4
450,000670,2022-05-10,662000,1158,760427000,1219430480000,1842040,2021-12-31,Y,5521001000000,711585000000,466255000000,134941000000,524067000000,1010764000000,597911000000,0,607947000000,22486000000,39282000000,3902291000000,3460619000000,1846657000000,3582075000000,126440000000,3455635000000,-26783999999,3556000000,170064000000,124170000000,47968000000,65507000000,30691000000,103071000000,1172000000,38079000000,7.170421017969706,3.08031097983862,1.82699126601264,0.2590180998803011,0.035297976731363805,0.6488089750391278,1.7067078116226504,0.052681491961665286,0.6365776179118134,0.21258703883693916,2.000108977738129,1842040,1,1,1,0,0,0,1,0,1,5
453,012160,2022-05-10,1055,542330,556530200,106882442460,101310372,2021-12-31,Y,518960999999,123760999999,60000000,12142000000,103056000000,227367999999,70144000000,0,93668000000,604000000,7127000000,197926000000,165884000000,242196999999,408603000000,44117000000,364486000000,6673999999,3415000000,9975000000,5589000000,11406000000,7303000000,-3415000000,16632000000,2386000000,-10738000000,10.71503182556391,1.9221097539158474,1.0652202596674343,1.1487525640845568,0.10797032816694933,0.7873481822348641,-6.736349638753997,-0.0007009322398790391,0.5914189269217103,0.9213414925332406,0.8990174227895715,101310372,1,1,0,0,1,0,1,1,1,6
467,095720,2022-05-10,3120,10676428,33950324430,360378673200,115505985,2021-12-31,Y,771640000000,56491999999,40493000000,44799000000,198380000000,370129000000,113113000000,0,27966000000,4240999999,2281000000,373544000000,362759000000,461203000000,813876000000,428120000000,385756000000,26789000000,35679000000,44177000000,43328000000,7711000000,7431000000,11211000000,33849000000,16975000000,94724000000,8.15760855648867,5.7250790524078585,1.2460601574045806,0.9908578373632022,0.5260260776825953,1.0547353688248406,0.05374737831398378,0.5798299429222331,0.9700591071029112,0.763401375430656,1.5610586553217671,115505985,1,1,1,1,0,0,1,0,1,6
473,000910,2022-05-10,7070,238810,1661984040,110374146330,15611619,2021-12-31,Y,366165000000,48950000000,200000000,18601000000,64263000000,124578000000,34995000000,0,57939000000,0,22590000000,183649000000,131003000000,133772000000,215923000000,34225000000,181698000000,5173000000,1123000000,10374000000,8796000000,2293000000,214000000,4359000000,8140000000,119000000,9446000000,10.639497429149797,2.833148990209332,1.0738011526914863,0.6783483710774357,0.15850557837747717,0.5896877090928953,4.355394798467415,0.17508047337903623,0.5337890834400763,0.6665435703978093,1.1062384398274818,15611619,1,0,1,0,0,0,1,0,1,4
484,025820,2022-05-10,3990,622442,2444975405,133433580000,33442000,2021-12-31,Y,323941000000,155913000000,38000000,1664000000,52914000000,182899000000,46780000000,302000000,18332000000,95000000,1332000000,122709999999,122709999999,210857000000,334357000000,42158000000,292199000000,35627000000,216000000,21054000000,21054000000,6676000000,1680000000,7537000000,5195000000,11000000,-9961000000,6.337683100598461,6.499331668421101,1.152860321816959,1.4904979219418997,0.12608678747566224,1.0321540033524623,0.697918392137375,0.05264713998501991,0.7470082638543795,1.4846872922126177,1.0036618456755975,33442000,1,1,0,0,1,0,1,1,1,6
485,214320,2022-05-10,49800,45007,2225027200,996000000000,20000000,2021-12-31,Y,2201583000000,0,201705000000,480991000000,938623000000,1181917000000,1030990000000,0,184904000000,20000000,3860000000,834762999999,820053000000,1738450999999,1502034000000,668599000000,833435000000,135732000000,38053000000,87144000000,65889000000,7330000000,11300000000,36820000000,31758999999,7254000000,155155000000,11.42935830349766,3.9582427734952534,1.4708740123028943,1.415871331145985,0.44512907164551535,0.6822518160796118,4.123187296138851,0.47987424164996,0.5974000685917699,1.3416180362894226,1.5018173693542942,20000000,1,0,1,1,0,0,1,0,1,5
502,129260,2022-05-10,3345,362417,1189190300,99506638530,29747874,2021-12-31,Y,388582000000,2362000000,9817000000,19095000000,142258000000,153834000000,75623000000,0,27832000000,0,865000000,206916000000,204435000000,180548000000,588882000000,40682000000,548200000000,19994000000,1980999999,13786000000,14653000000,5278000000,3822999999,6640000000,10120000000,1018000000,11230000000,7.217948536921514,3.5477711268149323,1.173654718722779,0.7434611146552224,0.0690834496554488,1.5154639175257731,1.1933106208790498,0.06579507196983747,1.1873958832597122,0.6061456648376626,1.5642861503309584,29747874,1,1,1,0,0,0,1,1,1,6
534,000480,2022-05-10,81800,860,70189200,327200000000,4000000,2021-12-31,Y,1349336000000,119758000000,64519000000,116827000000,108258000000,448166000000,101536000000,0,112491000000,462000000,1987000000,788679000000,664882000000,415564999999,746291000000,115244000000,631047000000,33138000000,4766000000,33395999999,25060000000,17041999999,27783000000,16294999999,29613000000,202999999,54726000000,9.797580548862067,2.4749951086312083,0.927256864641673,0.5682489327089982,0.15442233659524235,0.5530801816597201,3.1856455782738684,0.14333824428162847,0.5658665241623458,0.5531279772222875,1.1122772037794235,4000000,1,0,1,1,0,0,1,1,0,5
535,120030,2022-05-10,114000,2989,333224000,143372214000,1257651,2021-12-31,Y,139549000000,17586000000,6136000000,72022000000,8333000000,11267000000,7730000000,0,1872000000,100000000,865000000,126409999999,126409999999,104085999999,68155999999,20241000000,47915000000,14137000000,645000000,14543000000,14543000000,1233000000,5210000000,3613000000,1409000000,60000000,10044000000,9.85850333493777,10.421429032096254,9.238129049347652,0.08913060675649973,0.2969804566039231,0.4884019233315896,7.299878533889855,0.31181007107736963,0.4725033939034503,0.06698192266251646,13.625813864419763,1257651,1,1,1,0,0,0,1,0,1,5
543,013870,2022-05-10,5640,40218,222632450,107567659200,19072280,2021-12-31,Y,522464000000,109953000000,7895999999,9313000000,126098000000,222364000000,77652000000,0,51398000000,4854000000,15399000000,248702000000,239717000000,259210000000,531332000000,73353000000,457979000000,8378000000,2421000000,10501000000,9754000000,6994000000,5408000000,2718000000,28348000000,445000000,4834000000,10.24356339396248,2.009899246646659,1.1657012825817128,0.894098157634438,0.13805492611022863,1.016973418264225,-1.630884243451489,0.11701101464880992,0.9125132034685205,0.8048451158671845,1.2276376708971077,19072280,1,1,1,0,0,0,1,1,1,6
546,035000,2022-05-10,6430,28436,182308660,106528439870,16567409,2021-12-31,Y,564897000000,0,23401000000,61133000000,363826000000,394267000000,308652000000,0,9466000000,0,3016000000,161164000000,161133000000,516154000000,458497999999,184459000000,274039000000,22248000000,8792000000,17308000000,17301000000,1147000000,848000000,7384000000,8378000000,838000000,-6340000000,6.154867105962561,3.063921387438772,1.3091483689986736,2.4463713980789756,0.40231146046526334,0.8116488492574753,1.704103007917159,0.438470569755895,0.7082209111803713,2.595607208471812,1.2966594824729532,16567409,1,1,0,0,1,1,1,0,1,6
563,281820,2022-05-10,20250,44680,885775650,422446509000,20861556,2021-12-31,Y,453026000000,54894000000,118961999999,45611000000,46688000000,64036000000,33270000000,0,3826000000,0,1344000000,385163000000,385163000000,321747000000,344546000000,106693000000,237853000000,52102000000,1729000000,41947000000,41947000000,53000000,2507000000,11749000000,13519999999,1007000000,41084000000,10.070958805158892,9.259291961167792,5.024470610281717,0.16625688344934483,0.3096625704550336,0.7605435449620993,10.456794215494911,0.32006752215570733,0.7854135209123608,0.1624358476732652,5.269027895780233,20861556,1,0,1,0,0,0,1,0,0,3
576,021240,2022-05-10,69700,154430,10700316700,5143833444300,73799619,2021-12-31,Y,3800628000000,234950000000,510179000000,73127000000,258976000000,1293177000000,382159000000,0,603013000000,459000000,10344000000,1904438000000,1905902000000,1106454000000,3664260000000,2388938000000,1275322000000,640219000000,239575000000,465485999999,465658000000,17876000000,1024000000,193066000000,514332000000,8205000000,331287000000,11.050457896287,12.247607500628844,0.8556090929547927,0.6790333946287567,0.6519564659713012,0.964119613916437,13.36110686515091,0.6775466568810695,1.0687971005832573,0.951187543162491,0.6328003398063048,73799619,1,0,1,0,1,1,1,0,0,5
581,264900,2022-05-10,10900,122565,1305697950,136509965000,12523850,2021-12-31,Y,324570000000,24876000000,45000000,27675000000,48507000000,123269000000,53603000000,0,40746000000,0,39535000000,160555000000,160555000000,146109000000,381212000000,122993000000,258219000000,15876000000,3051000000,13097999999,13097999999,1480000000,2359000000,3972000000,11869000000,104000000,34484000000,10.422199191511849,4.035493113658071,1.1852858382886209,0.7677680545607424,0.3226367480561997,1.1745139723326248,4.955357142857142,0.3480509200894273,1.16664322407045,0.6932070503559896,0.931666572187876,12523850,1,0,1,1,1,0,1,0,1,6
598,363280,2022-05-10,24050,46422,1107304500,1224848895400,50929268,2021-12-31,Y,2132174000000,3160000000,97814000000,116465000000,38260000000,517413000000,280837000000,0,191089000000,69867000000,16000000,1423672000000,1399527000000,271855000000,295210000000,60142999999,235067000000,11235000000,3506000000,158601000000,144268000000,9236000000,8401000000,3835000000,25157000000,1305000000,45829000000,7.7228321095075065,7.438464215397055,0.5254120016311921,0.3634355385229182,0.20372954845364316,0.13845492910053306,17.66758103543279,0.20727887275428153,0.04636678166151586,0.37390159531677375,0.789384617294269,50929268,1,0,1,0,0,1,1,0,1,5
606,016800,2022-05-10,36050,1542,55188750,414575000000,11500000,2021-12-31,Y,575485000000,36597000000,118302000000,107159999999,18569000000,70588000000,58058000000,0,7388000000,1003999999,0,497508000000,497508000000,280929000000,326505000000,89886000000,236619999999,28652999999,5455000000,45101000000,45101000000,918000000,23155000000,14640000000,9195000000,27000000,56100000000,9.192146515598324,7.837041799525618,3.979840766135887,0.14188314559765874,0.27529746864519683,0.5673562299625533,6.82422641464055,0.27393821922726974,0.5749213838053645,0.07468443958466219,6.369277248431327,11500000,1,1,1,1,0,0,1,1,0,6
611,047050,2022-05-10,23650,840167,19681886100,2917822273850,123375149,2021-12-31,Y,10770734000000,1904179000000,255038000000,521160000000,4245968000000,5669339000000,2846173000000,0,1589255000000,12717000000,5411000000,3512140000000,3486401000000,7155184000000,33948865000000,1134719000000,32814146000000,585386000000,37780000000,356488000000,360789000000,1319082000000,1243727000000,132211999999,137027000000,206807000000,-509688000000,8.184910218156011,3.3097837157616183,1.2620843452825805,1.6142121327737504,0.03342435748588355,3.151954639303134,2.7560389666643013,0.04308161188980116,2.578324381045766,1.0748175979172216,1.4024332990031982,123375149,1,1,0,0,0,0,1,0,1,4
627,025540,2022-05-10,62300,43232,2687342300,648854500000,10415000,2021-12-31,Y,1125163000000,170405000000,91556000000,56565000000,208526000000,194829000000,161986000000,0,88167000000,0,53791000000,842167000000,842201000000,551371000000,962228000000,150229000000,811999000000,76226000000,3236000000,62879999999,62916999999,871000000,3038000000,23479000000,54878000000,1994000000,29583999999,10.318932888204818,5.588523618266864,2.830025304241155,0.23134247720463993,0.15612619878033066,0.8551898702676857,5.859144235863976,0.17163179426215924,0.8145705649131426,0.21379706518922909,2.9719802919484652,10415000,1,0,1,0,0,0,1,0,1,4
631,000240,2022-05-10,13650,72067,978246550,1295866026000,94935240,2021-12-31,Y,4081230000000,145751000000,240123000000,76219000000,157270000000,242029000000,101637000000,0,103731000000,10115000000,5458000000,3735469000000,3735587999999,630341000000,963300000000,327185000000,636115000000,228305000000,6403000000,200011000000,197162000000,17739000000,13429000000,26739000000,29741000000,1570000000,36106000000,6.478973786441745,4.9007529592794326,2.6044027781794745,0.0647921318581415,0.33965016090522165,0.23603178453554444,4.73609283284082,0.29482675273689657,0.2160017360804398,0.05796145063889463,2.951541198852603,94935240,1,1,1,0,0,0,1,1,1,6
635,023350,2022-05-10,8420,815661,6787841410,92199000000,10950000,2021-12-31,Y,339419000000,0,4236999999,54879999999,19197000000,163689000000,37493000000,0,33430000000,794000000,13979000000,142300000000,142300000000,131275000000,268252000000,31906000000,236346000000,7156000000,742000000,11038000000,11038000000,869000000,682000000,3563000000,2280000000,87000000,14840000000,8.352871897082805,3.2520277297381703,0.8019781414756031,1.1503092059030218,0.11894039932600689,0.7903269999616993,1.9483980136637773,0.07722305103563126,0.8678515833180276,1.142648331430483,0.8615723386516811,10950000,1,1,1,1,0,0,1,1,0,6
641,024720,2022-05-10,20600,46352,938934650,382680411400,18576719,2021-12-31,Y,1209726000000,79436000000,86372000000,114472000000,30031000000,301086000000,73860000000,0,53989000000,4897000000,1272000000,854652000000,622972000000,319850000000,674006000000,142139000000,531867000000,82424000000,4549000000,58642999999,21816000000,14015000000,7486000000,28811000000,16419000000,1864000000,15327000000,6.525594042025912,4.8476266525642995,1.0623210644134897,0.35229075693966666,0.21088684670462873,0.5571559179516684,12.728127723622206,0.2224936341564517,0.5543509839098043,0.46025756434982334,1.119643147780846,18576719,1,0,1,0,0,1,1,0,1,5
652,053690,2022-05-10,12700,277490,3486891700,139160885000,10957550,2021-12-31,Y,285254000000,0,15210000000,46084000000,66711000000,101584000000,33131000000,0,39546000000,3983000000,2848000000,144124000000,132733999999,137523000000,270092000000,89452000000,180640000000,19638000000,5566000000,16011000000,14522000000,1161000000,2937000000,4832000000,6146000000,507000000,13152000000,8.691579851352195,5.6128923696074375,1.353786029295952,0.7048375010407705,0.33119085348696,0.946847371114866,4.739715754238993,0.3489227038392247,1.0635117338259772,0.6137625292121833,1.6995901431968832,10957550,1,1,1,0,0,0,1,0,0,4
662,010420,2022-05-10,2000,271891,529116330,40986024000,20493012,2021-12-31,Y,109710999999,6886000000,1493000000,5294000000,58739000000,53430999999,47086000000,0,6236000000,0,247000000,50044000000,46577000000,73580000000,262942999999,24039000000,238904000000,4551000000,1414000000,3603000000,3467000000,299000000,860000000,1829000000,2441000000,691000000,-10170000000,11.375527060782682,3.2840827264657513,1.377103179827761,1.0676804411917513,0.091422855904479,2.3966876612317516,2.7556335530123404,0.0834762931742128,2.285383567005209,1.3812992486714313,1.481874564691055,20493012,1,1,0,0,0,1,1,1,1,6
695,000720,2022-05-10,42500,584820,24626497500,4732620012500,111355765,2021-12-31,Y,19637264000000,718247000000,3273554000000,2926856000000,6521052000000,7613217000000,5816424000000,0,2594756000000,282557000000,49373000000,9429291000000,7216737000000,14526404000000,18065534000000,1797236000000,16268298000000,753504000000,40975000000,554377000000,407508000000,125909999999,224858000000,299724000000,161982000000,9519000000,1009401000000,8.536826045272441,2.8230867599478215,1.9080506965715018,0.8074007897306383,0.0994842444181279,0.9199618643411832,1.269265411738513,0.08230950478110742,0.9460170461747783,0.7377876016754011,2.071662446996432,111355765,1,1,1,1,0,0,1,1,0,6
696,267270,2022-05-10,40650,236456,9650102450,800837235450,19700793,2021-12-31,Y,3554287999999,1012752000000,380005000000,446279000000,417858000000,1499093000000,405120000000,0,507387000000,22868000000,1270000000,1547808000000,1326732000000,2469473000000,3284340000000,532626000000,2751714000000,160709000000,23814000000,126433999999,113451000000,56732000000,51537000000,47860000000,52777000000,13881000000,-195981000000,6.33403384735383,3.557224400471644,1.6473114076311477,0.9685264580619819,0.16217139516615212,0.9240500488426723,0.2534371954023125,0.17917055356388387,0.7123388006833418,0.7284869038942813,1.9584875706551768,19700793,1,1,0,0,0,0,1,0,1,4
714,005380,2022-05-10,180500,774377,138355361500,38567107753500,213668187,2021-12-31,Y,233946415000000,11645641000000,19345979000000,12795554000000,7721909000000,64236787000000,20212516000000,0,87093839000000,967201000000,79165000000,82615789000000,74986122000000,53312760000000,117610626000000,21930495000000,95680131000000,6678949000000,0,5693077000000,4942356000000,548410000000,912802000000,2266485000000,2937914000000,1617823000000,-1176416000000,6.77438716418204,2.4334961491074782,0.8299412609164278,0.7775364464533528,0.18646695239935207,0.5027246346134434,0.9193246766239709,0.17771246473272012,0.49677800979756725,0.7788678608616055,0.8592450481611627,213668187,1,1,0,0,0,1,1,1,1,6
716,227840,2022-05-10,13700,2102933,29144432100,124681453200,9100836,2021-12-31,Y,250985000000,29195999999,300000000,37398000000,11299000000,27131000000,18268000000,0,21669000000,0,212000000,202185000000,197984000000,80586000000,130442000000,26189999999,104251000000,8145999999,656000000,11955000000,12483000000,127000000,345000000,7756000000,1524000000,40000000,13528000000,10.429230715181932,4.763232862521664,2.9702554273709043,0.1341889853352128,0.2007788902270741,0.5197203020100802,8.12930172091887,0.1708235759688644,0.6988553330966859,0.10244875584214483,4.765390556045896,9100836,1,0,1,1,0,0,1,1,0,5
718,057050,2022-05-10,57000,25686,1462532900,684000000000,12000000,2021-12-31,Y,2600338000000,177727000000,508275000000,43762000000,215289000000,544322000000,364968000000,0,173644000000,59000000,66845000000,1882372000000,1882372000000,975252000000,2209873000000,988746999999,1221126000000,128486999999,30041000000,101665000000,101665000000,5298000000,10261000000,37341000000,73505000000,5506000000,89912000000,6.727979147199134,3.9096840487659685,1.791682129327861,0.2891681346726364,0.447422544191001,0.8498406745584612,4.1850484439742734,0.4737408923292516,0.7895578756311938,0.41643901865552935,1.479973937219203,12000000,1,0,1,0,1,1,1,0,1,6
730,000850,2022-05-10,34500,3482,119616450,75900000000,2200000,2021-12-31,Y,425437000000,48737000000,42023000000,28033999999,35547000000,64984000000,41039000000,0,52103000000,808000000,0,308349000000,308349000000,158917000000,203972000000,31717000000,172255000000,3322999999,1449000000,9314000000,9314000000,119000000,519000000,1428000000,3157000000,148000000,7420000000,8.149022976164913,2.189278318528948,2.4454788871106734,0.21074821063145982,0.15549683289863314,0.47944113934613114,1.1935217878512379,0.15739492784983863,0.4274742584096243,0.15655568048675897,2.980675494974766,2200000,1,1,1,0,0,0,1,0,1,5
735,298040,2022-05-10,61200,50584,3014177500,570662337600,9324548,2021-12-31,Y,4022701000000,413135000000,53167999999,81009000000,891174000000,1944011000000,912914000000,0,1041548000000,236750000000,22627000000,1037143000000,932224000000,1561558000000,3094699000000,404289000000,2690410000000,120066000000,28454000000,76517000000,57607000000,122401000000,89204000000,17841000000,50407000000,20131000000,110584999999,7.4579810708731396,1.9021299370746172,0.8032660309020885,1.8743905131693508,0.13063919948272837,0.7693087306265118,-0.5200010584713621,0.1325029633330887,0.8057264920800961,1.7970988897495481,0.7117119654077116,9324548,1,1,1,1,1,0,1,0,0,6
741,005870,2022-05-10,10550,890754,9232814250,148923958250,14116015,2021-12-31,Y,267340000000,95887000000,0,43070000000,12704000000,127257000000,11024000000,780000000,6902000000,659000000,3214000000,133181000000,133181000000,192278000000,227702000000,30547000000,197155000000,13294000000,745000000,13016000000,13016000000,172000000,271000000,4480000000,4177000000,1000000,-18271000000,11.441607118162262,4.868706516046982,1.5109424235994877,0.9555191806639085,0.13415341103723288,0.8517318770105483,2.554700358214735,0.14384657425349034,0.8119130603156163,0.9954722456077447,1.4440879850017094,14116015,1,1,0,0,1,1,1,0,1,6
744,069260,2022-05-10,22200,170648,3758964100,907504653600,40878588,2021-12-31,Y,949304000000,49094000000,342378000000,8778000000,107856000000,183240000000,102393000000,0,46485000000,22738000000,1025000000,719579000000,699351000000,520470000000,861204999999,129391000000,731813000000,93395000000,1143000000,77567000000,75660000000,3090000000,9843000000,27052999999,29831000000,67000000,83804000000,11.699622953059935,8.170933652444317,2.8403732809430253,0.2546488988700337,0.1502441346719425,0.9071962195450561,5.745188590630359,0.2183767444899926,0.684884131523011,0.13217443188846603,4.784338768814067,40878588,1,1,1,1,0,0,1,0,1,6
746,054620,2022-05-10,12050,54661,640930750,245750363050,20394221,2021-12-31,Y,337093000000,1409000000,28277999999,47700000000,10065000000,68973000000,7959000000,0,80851000000,789000000,2534000000,187269000000,185551000000,100484000000,39416000000,20331000000,19084000000,-3964000000,3982000000,23586000000,21683000000,3660000000,4202000000,6225000000,4816000000,329000000,-1569000000,10.419331936318155,6.996882166049131,1.4568599306975194,0.36830975762138957,0.5158057641566877,0.11692915604892419,-15.589943541135368,0.5278150398484968,0.09340772734643336,0.184745068554278,1.64302021639149,20394221,1,1,0,0,0,0,1,0,1,4
