,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Inventory,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Receviables,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,Current_Assets_Total,REV,GROSS,CGS,OPR,SGA_2,NETINC,NETINC_1,FINCOST,FININC,TAX,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,CFO_Total,PER,ROA,CurrentRatio,LiabRatio,GrossMargin,AssetTurnover,ROA_prev,GrossMargin_prev,AssetTurnover_prev,LiabRatio_prev,CurrentRatio_prev,SHARES_prev,F_ROA,F_ROA_dt,F_CFO,F_Accrual,F_Liquid,F_Lever,F_Shares,F_Margin,F_Turn,F_Score
765,083450,2022-05-10,29150,85511,2427995200,271612266750,9317745,2021-12-31,Y,206242999999,35800000000,11715000000,42436000000,46933000000,50359000000,24618000000,1131000000,4521000000,503000000,575000000,151364000000,145946000000,142215000000,304487000000,113864000000,190624000000,46407000000,1897000000,38970000000,37746000000,1667000000,4135000000,9649000000,2598000000,802000000,25551000000,6.969778464203233,18.89518674582359,2.824023511189658,0.3327013028196929,0.3739535678042084,1.476350712516189,10.921768803406753,0.36675455417066155,1.1765701232409262,0.2198405092469455,3.6724924012158056,9317745,1,1,1,0,0,0,1,1,1,6
769,036640,2022-05-10,7830,556030,4249932390,128058084000,16354800,2021-12-31,Y,120711999999,32543000000,494000000,13697000000,16340000000,17071000000,6906999999,0,4170000000,505999999,465000000,99472000000,99472000000,63764000000,84061000000,26069000000,57991999999,17942000000,247000000,20821000000,20821000000,155000000,529000000,6909999999,1455000000,23000000,-1437000000,6.1504290860189235,17.248492279286637,3.735223478413684,0.17161613318320734,0.3101200318816098,0.6963764994424446,10.006083385838748,0.2669534901011342,0.7322332543832968,0.11740721122457778,3.567201762669185,16354800,1,1,0,0,1,0,1,1,0,5
778,036670,2022-05-10,9420,27361,251211320,106163400000,11270000,2021-12-31,Y,97369000000,25682000000,2020000000,6272000000,17181000000,13766999999,10704000000,0,1030000000,0,0,82573000000,82573000000,51965000000,81501000000,26989000000,54512000000,12443000000,265000000,10155000000,10155000000,362000000,90000000,3031000000,3042000000,15000000,7687000000,10.454298375184639,10.429397446825991,3.7746059420189297,0.16672520071936348,0.33114931105139817,0.8370323203483655,12.558860415039872,0.3250740604223833,0.8666501029317811,0.1184279335451949,4.802989130434782,11270000,1,0,1,0,0,0,1,1,0,4
781,046440,2022-05-10,8370,279446,2285195210,324970004160,38825568,2021-12-31,Y,491221000000,91000000,13371000000,87838000000,24759000000,185948000000,81282000000,980000000,8500000000,905000000,2799000000,296773000000,286689000000,328956000000,306464000000,101706000000,204758000000,47501000000,7445999999,29379000000,29118000000,1420000000,2224000000,8025000000,6647000000,4907000000,83141000000,11.061302432349638,5.980811080959487,1.7690752253318132,0.6265664329302194,0.33186932233476035,0.6238821223034031,4.778988019036844,0.37607371312532223,0.5721324583281941,0.475799892524654,2.432681374531635,38825568,1,1,1,1,0,0,1,0,1,6
786,122450,2022-05-10,8680,100293,845897890,393516167520,45335964,2021-12-31,Y,837353000000,28426000000,44983000000,78800000000,27497000000,171559000000,29802000000,0,342125000000,5376000000,5045000000,323670000000,236042999999,209721999999,288949000000,124191000000,164758000000,74111000000,3092000000,64130999999,39195000000,8867000000,572000000,13072999999,16502000000,6640000000,87153000000,6.136130226039453,7.65877712255166,1.2224482539476216,0.5300429449748201,0.4298024910970448,0.34507429960840885,4.799489453584167,0.43669168476473713,0.34902431149385277,0.5117017837290153,0.9197752994218574,45335964,1,1,1,1,1,0,1,0,0,6
801,091340,2022-05-10,5020,32601,162703880,58752679420,11703721,2021-12-31,Y,288282000000,48710000000,3145000000,78107000000,46040000000,124439000000,42853000000,0,37891000000,212000000,7051000000,125951000000,92724000000,183365000000,330997000000,47622000000,283375000000,6747000000,4835000000,5145000000,3790999999,7716000000,11815000000,4465000000,8165000000,4061000000,1732000000,11.419374036929057,1.7847108040044124,1.4735332170782471,0.9879953315178125,0.14387441578020344,1.1481708882274995,-3.3829433669323046,0.14319163205515878,1.0309062018606796,0.6447603608151038,1.7739539681516343,11703721,1,1,1,0,0,0,1,1,1,6
826,078890,2022-05-10,11500,195771,2219325850,185788951500,16155561,2021-12-31,Y,383405000000,129519000000,914000000,46512000000,154567000000,199325000000,85179000000,0,1357000000,1000000,0,182723000000,182905000000,341179000000,533118999999,105183999999,427934000000,28381000000,1847000000,18806000000,21354000000,23351000000,20084000000,7083000000,4879000000,595000000,-35863000000,9.879238088907796,4.904996022482753,1.7116718926376522,1.0908588409778737,0.19729928965052324,1.3904852571014985,0.6041701962872426,0.14369866869813822,1.4616743713211269,0.9469335454224107,1.9439796823026723,16155561,1,1,0,0,0,0,1,1,0,4
829,114190,2022-05-10,2500,0,0,65307595000,26123038,2021-12-31,Y,41538000000,686000000,8455000000,6851000000,14341000000,11616000000,4747000000,0,1329000000,0,18000000,28594000000,28594000000,31351000000,44163000000,4959000000,39204000000,1916000000,378000000,5796000000,5796000000,549000000,1802000000,0,759000000,40000000,-4493000000,11.267701000690131,13.953488372093023,2.6989497245179064,0.4062390711338043,0.11228856735276137,1.06319514661274,-39.051836573751096,-0.048480897118268355,1.163062270617853,0.7274216190921853,1.7282888388549373,26123038,1,1,0,0,1,1,1,1,0,6
850,066620,2022-05-10,18750,107000,1981575200,140625000000,7500000,2021-12-31,Y,345307000000,0,16437000000,24347000000,49880000000,101980000000,49149000000,0,15880000000,0,1122000000,227446999999,227446999999,117673000000,323028000000,48624000000,274404000000,25745999999,600000000,19542000000,19542000000,31000000,889000000,7906999999,500000000,100000000,12124000000,7.196039299969297,5.659311858722817,1.1538831143361443,0.4483681912729048,0.15052565102715554,0.9354806013199848,7.465791076708217,0.15869424132102908,1.070241579627676,0.5729713776321496,1.1011279657720732,7500000,1,0,1,0,1,1,1,0,0,5
851,043650,2022-05-10,9850,196586,1922768490,175904294400,17858304,2021-12-31,Y,267165000000,14638000000,10132000000,37370000000,10943000000,12963999999,9416000000,0,11379000000,160000000,5935000000,242821999999,240798999999,80208000000,65221000000,31380000000,33841000000,8467000000,620000000,21549000000,21545000000,6392000000,18588000000,4164000000,2799000000,2000000,5759000000,8.162991062230265,8.065802032451856,6.186979327845339,0.0533889021548846,0.48113337728645683,0.24412254599217711,7.620782169444183,0.4521124898483389,0.21621345703866746,0.05126695490377615,6.424300867888139,17858304,1,1,1,0,0,0,1,1,1,6
862,036190,2022-05-10,31100,6161,190168350,186600000000,6000000,2021-12-31,Y,307749000000,1607000000,99586000000,30583999999,18540000000,24514000000,16628000000,0,8849000000,501000000,1050000000,274386000000,273773000000,165325000000,238744999999,37350000000,201395000000,25617000000,635000000,23130000000,23147000000,2356000000,3985000000,6565000000,1723000000,91000000,17060000000,8.067444876783398,7.515865201836562,6.744105409153953,0.08934129292310833,0.15644306687116566,0.7757783128426088,10.180758532986053,0.16082537308359113,0.8002067366216243,0.11562011034364941,5.678800496994526,6000000,1,0,1,0,1,1,1,0,0,5
876,089600,2022-05-10,27100,22267,595460150,285632970200,10539962,2021-12-31,Y,490393999999,343000000,85835000000,71396000000,245951000000,248648000000,234671999999,0,19970000000,1016000000,6377000000,221776000000,186560000000,409345000000,124160999999,124160999999,0,32875000000,6656999999,27120000000,26149000000,737000000,1569000000,8938000000,4531000000,2126000000,44500000000,10.532189166666667,5.530247107439182,1.6462830989993886,1.1211673039463241,1.0,0.25318621353290044,5.481483938688131,1.0,0.26452768582998254,1.0406940817668986,1.7265052625530326,10539962,1,1,1,1,0,0,1,0,0,5
878,130580,2022-05-10,9440,6022,56661700,145376000000,15400000,2021-12-31,Y,103461999999,0,36100000000,25302000000,11960000000,21537000000,15432000000,0,2572000000,123000000,515000000,79353000000,72418000000,75188000000,88684000000,88684000000,0,16937000000,4002000000,14027000000,13284000000,422000000,591000000,4159000000,2573000000,1429000000,19314000000,10.364012262066016,13.557634687262546,3.491108325207782,0.2714075082227515,1.0,0.8571649494583244,12.936377905844342,1.0,0.9417398975722093,0.26870356042801047,3.4044656923996306,15400000,1,1,1,1,1,0,1,0,0,6
887,095660,2022-05-10,19850,199405,3852692500,437369322150,22033719,2021-12-31,Y,574691000000,22000000,118848000000,113407000000,33214999999,67203000000,42622000000,0,38613000000,4461000000,10086000000,468875000000,459307000000,271917000000,261200000000,261200000000,0,21250000000,12069000000,56662000000,56791000000,2047000000,31522000000,7681000000,6371000000,5697000000,28726000000,7.718917831174332,9.859559311003654,4.046203294495782,0.14332817915222607,1.0,0.4545051166626935,12.969175052779585,1.0,0.6041614512925784,0.14630095850521718,4.29107275523074,22033719,1,0,1,0,0,1,1,0,0,4
892,092730,2022-05-10,24250,46420,1103149300,199028504250,8207361,2021-12-31,Y,143408000000,7973000000,98018000000,7048999999,8027000000,12941000000,8523000000,0,162000000,0,61000000,130305000000,130305000000,121483999999,87931000000,62386000000,25544000000,22431000000,999000000,17713000000,17713000000,78000000,1927000000,6122000000,1027999999,472000000,21681000000,11.23629561621408,12.351472721187102,9.38752801166834,0.09931314991750124,0.7094881213678907,0.613152683253375,13.634586172148778,0.7184318529739663,0.6138233391989653,0.12637829388878508,7.632654433017409,8207361,1,0,1,1,1,1,1,0,0,6
903,217270,2022-05-10,15000,58841,861744450,494926860000,32995124,2021-12-31,Y,466074000000,1000000,5060000000,33133999999,3981000000,25201000000,2515000000,0,53576000000,0,4611000000,387297000000,393269000000,45132000000,20287000000,20287000000,0,-24607000000,2604000000,69768000000,77671000000,13825000000,132339000000,25822000000,1094000000,1510000000,-19814000000,7.0938949088407295,14.96929672112154,1.7908813142335622,0.06506892643113683,1.0,0.043527422683951475,27.186302355290408,1.0,0.12179542833046002,0.2904523816100844,1.3573738270352524,32995124,1,0,0,0,1,1,1,0,0,4
907,285490,2022-05-10,37500,96132,3388649750,396593662500,10575831,2021-12-31,Y,139483000000,12866999999,41126000000,43790000000,7915000000,9639000000,7925000000,0,5347000000,0,3872999999,124497000000,117561999999,115109999999,90500000000,50553000000,39947000000,32949000000,1074000000,34694000000,40551000000,1787000000,310000000,491000000,1573000000,571000000,22269000000,11.431188750216176,24.873282048708447,11.94211017730055,0.07742355237475602,0.558596685082873,0.6488245879426167,26.26197092988351,0.6022842826704338,0.657057644440356,0.16571035660091046,6.194949205894978,10575831,1,0,1,0,1,1,1,0,0,5
914,040160,2022-05-10,7630,65699,491426280,91983732050,12055535,2021-12-31,Y,161937000000,34332000000,21997000000,16666999999,24423000000,67015000000,22165000000,0,16056000000,859000000,1884000000,78866000000,78838000000,103097000000,85583000000,30366000000,55216000000,5512000000,2278000000,8741000000,8734000000,821000000,369000000,-718000000,2238000000,1848000000,1474000000,10.523250434732867,5.397778148292237,1.538416772364396,0.8497324575862856,0.35481345594335323,0.5284956495427234,2.317310723321021,0.32928470126186404,0.8890649121814405,0.5610053859964094,1.491295442908346,12055535,1,1,1,0,1,0,1,1,0,6
919,270870,2022-05-10,17400,28248,480556150,160083897600,9200224,2021-12-31,Y,148200000000,12497000000,12515000000,53245000000,6194000000,26301000000,10886000000,0,27111000000,78000000,40000000,94788000000,93310000000,97951000000,247489000000,192589000000,54900000000,20810000000,2203000000,19886000000,19692000000,981000000,2454000000,4337000000,1741000000,462000000,13013000000,8.050080337926179,13.418353576248313,3.7242310178320217,0.27747183187745283,0.7781719591577807,1.669966261808367,19.00530426102445,0.7811709671117588,1.8535456342604373,0.22340381050606978,3.970241437394722,9200224,1,0,1,0,0,0,1,0,0,3
920,144960,2022-05-10,5010,231185,1148211725,218900046240,43692624,2021-12-31,Y,534746000000,68943000000,30107000000,37883000000,69900000000,182346000000,54926000000,0,106764000000,2060000000,1017000000,245637000000,204037000000,233802000000,310051000000,84116000000,225934000000,24461000000,7262000000,27299000000,23211000000,4304000000,4276000000,8441000000,12461000000,2670000000,17731000000,8.018610434081834,5.105040523912288,1.2821888058964825,0.7423393055606443,0.27129730270181357,0.5798098536501441,8.229481497087017,0.4180553130083916,0.2203961495142327,0.8979508765437809,1.0732351850274047,43692624,1,0,1,0,1,1,1,0,1,6
922,119860,2022-05-10,19650,64202,1243551100,256920252300,13074822,2021-12-31,Y,178615000000,10394000000,101000000000,22989000000,9299000000,19293000000,10441000000,898000000,1196000000,540000000,140000000,158126000000,158126000000,148022000000,190999000000,79659000000,111340000000,34947000000,2749000000,28970999999,28970999999,285000000,1914999999,7641000000,2625000000,125000000,24624000000,8.868187232365752,16.21980236766229,7.672316384180791,0.12201029558706349,0.41706501081157493,1.0693334826302383,18.96590832459738,0.369281242994361,1.4220047940460645,0.1813788565579763,5.267201418839937,13074822,1,0,1,0,1,1,1,1,0,6
923,064260,2022-05-10,8820,1634237,14195215140,608130532800,68949040,2021-12-31,Y,814207000000,1080000000,125522000000,155978000000,256011000000,197953000000,95649000000,0,251575000000,119000000,4161999999,364679000000,338976000000,651505000000,285550000000,285550000000,0,15960000000,10635000000,66337000000,56322000000,9084000000,1680000000,25745999999,7994000000,2641000000,24851000000,9.167290242247915,8.147436708355492,3.291210539875627,0.54281436551049,1.0,0.35070934049940616,2.1762884880162066,1.0,0.40238535810890214,0.9991139457281016,1.9124813099484606,68949040,1,1,1,0,1,1,1,0,0,6
932,004780,2022-05-10,5480,114107,609904720,87149530520,15903199,2021-12-31,Y,175169000000,38297000000,50000000,17450000000,45660000000,36074000000,26507000000,0,17101000000,20000000,14879000000,121994000000,121994000000,102081000000,235941000000,22972000000,212967999999,7616000000,470000000,7606999999,7606999999,325000000,1241000000,1832000000,5689000000,0,-1249000000,11.4564914593738,4.342663370231034,2.8297665908964906,0.29570306736396873,0.09736332388181791,1.346933532759792,7.119046774708323,0.14575774424963367,1.254311618609407,0.3240044352377924,2.6946279347393554,15903199,1,0,0,0,1,1,1,0,1,5
937,078140,2022-05-10,9030,51968,465567490,100111808370,11086579,2021-12-31,Y,163237000000,13960000000,56591999999,6134000000,21566000000,18572000000,9779000000,0,7136000000,151000000,19000000,137529000000,109401000000,100230000000,82957000000,23576000000,59380999999,9686000000,802999999,10042000000,6789000000,335000000,1962000000,2153000000,2830000000,108000000,10099000000,9.969309736108345,6.151791566862904,5.396833943570967,0.1350406096168808,0.284195426546283,0.5081997341289046,4.936779844319532,0.2710773064061373,0.5090657836762487,0.09739471472593146,8.436161712927452,11086579,1,1,1,1,0,0,1,1,0,6
944,006580,2022-05-10,3260,0,0,87531000000,26850000,2021-12-31,Y,229573000000,9220000000,50028000000,3272999999,16301000000,44852000000,11993000000,0,31294000000,312000000,1455000000,153426000000,140262000000,79070000000,127557000000,9018000000,118540000000,-6713000000,292000000,7636000000,7145999999,1108000000,2402000000,1876000000,9572000000,0,-432000000,11.462938711367208,3.326175116411773,1.7629091233389815,0.29233637062818557,0.0706978056868694,0.5556271861238038,1.3305862804008124,0.14137600747576218,0.8980723073566189,0.3682869168329279,1.4444815495074304,26850000,1,1,0,0,1,1,1,0,0,5
949,290120,2022-05-10,6340,38115,234520920,72547707040,11442856,2021-12-31,Y,218204000000,28802000000,35638000000,40189000000,29025000000,127364000000,39856000000,0,25208000000,0,295000000,65630999999,65432000000,140436000000,178955000000,29651000000,149304000000,11386000000,1354000000,8248000000,8304000000,5428000000,3733000000,3552000000,5390000000,217000000,5898000000,8.795793773035887,3.7799490385144177,1.1026349674947395,1.9406073349779922,0.1656896985275628,0.820127037084563,3.3369568988446994,0.17559703924398307,0.9936741797828174,2.0801294213984702,0.8503024483917426,11442856,1,1,1,0,1,1,1,0,0,6
959,023910,2022-05-10,27800,8135,223427650,166800000000,6000000,2021-12-31,Y,272542000000,20632000000,12650000000,83765000000,29172000000,46119000000,27269000000,0,23615000000,505999999,9109000000,202808000000,202808000000,147539000000,171463000000,56039000000,115424000000,29068000000,709000000,22670000000,22670000000,469000000,507000000,7763000000,11411000000,0,40617000000,7.357741508601676,8.317984017142312,3.1990936490383572,0.22740227209971994,0.3268285286038387,0.6291250522855193,6.867517483899007,0.34041425818882465,0.6562092536251927,0.21560770215970493,3.102284315699572,6000000,1,1,1,1,1,0,1,0,0,6
960,021040,2022-05-10,826,584017,476821342,62279194040,75398540,2021-12-31,Y,219298999999,55184000000,59000000,5830000000,69491000000,115541000000,54696000000,0,47855000000,586000000,461000000,55903000000,52375000000,131603000000,212211000000,22038000000,190174000000,7768000000,998000000,7620000000,7297000000,4596000000,1809000000,-2715000000,5725000000,688000000,-10338000000,8.173122577427822,3.4747080470201626,1.1390155875403536,2.0668121567715505,0.10384947057409842,0.9676788311892334,-19.740250886283064,0.009635407475382064,1.2072624079629124,1.0306503464387693,1.3151735895846248,75398540,1,1,0,0,0,0,1,1,0,4
962,298540,2022-05-10,32150,85585,2677613250,467610690400,14544656,2021-12-31,Y,378056000000,82397000000,24055000000,57816000000,32143000000,116082000000,51146000000,0,41884000000,0,0,220090000000,220090000000,199790000000,370323000000,256686000000,113638000000,68898000000,7054000000,58305999999,58312000000,1329000000,691000000,13830000000,6828000000,227000000,40449000000,8.01994117943299,15.422582897507247,1.7211109388191106,0.5274296878549685,0.6931408527150622,0.9795453583596081,14.898655085131285,0.6831426875933618,1.1400632214968642,0.35593583410755925,2.948569365206489,14544656,1,1,1,0,0,0,1,1,0,5
963,299170,2022-05-10,2645,72911,189309780,79423962135,30027963,2021-12-31,Y,52387000000,3785000000,8692000000,24909000000,9856000000,17999000000,1696000000,83000000,1057000000,0,278000000,33331000000,33186000000,47626000000,27776000000,10183000000,17592000000,6009000000,280000000,7170000000,7175000000,662000000,4419000000,2111000000,307000000,31000000,5922000000,11.07726110669456,13.686601637810908,2.646035890882827,0.5400078005460383,0.36661146313364057,0.5302078759997709,-5.691085119894507,0.34556204047601,0.9156400735676857,0.11428112191593667,9.566455696202532,30027963,1,1,1,0,0,0,1,1,0,5
969,194480,2022-05-10,53300,185890,9616562450,630387628000,11827160,2021-12-31,Y,273711000000,155000000,93302000000,31287000000,30982000000,45932000000,28820000000,0,61803000000,0,1383000000,165976000000,165304000000,162498000000,369329000000,369329000000,0,56654000000,7492000000,60377000000,60399000000,20831000000,34064000000,7987000000,5617000000,1875000000,70785000000,10.44085708133892,22.058667718871362,3.5377950013062787,0.2767388056104497,1.0,1.3493392665987118,-4.465542022845904,1.0,0.5334064603979121,0.09403235025721764,8.282286445558281,11827160,1,1,1,1,0,0,1,0,1,6
985,079960,2022-05-10,16600,47262,772573050,130476000000,7860000,2021-12-31,Y,356465000000,61320000000,70667000000,13694999999,59667999999,78945000000,65190000000,0,14924000000,3204000000,11720000000,262596999999,262596999999,216317000000,519421000000,59195000000,460226000000,14816999999,2251000000,17711000000,17711000000,10279000000,21030000000,6559999999,10695000000,566000000,-3468000000,7.36694709502569,4.968510232421135,2.7400975362594213,0.3006317665483636,0.11396343236026267,1.457144460185432,7.1933969482001965,0.14781632511312806,1.412127629621922,0.2861757613609573,2.8861379699085115,7860000,1,0,0,0,0,0,1,0,1,3
989,013120,2022-05-10,4980,133948,661941615,452224338000,90808100,2021-12-31,Y,1213360000000,547617000000,146993000000,139763000000,142229000000,120265000000,80067000000,0,135799000000,420000000,0,957295000000,956549000000,1190462000000,417402000000,113159999999,304242000000,97321000000,327000000,72593000000,72598000000,87000000,5600000000,28716000000,1894000000,0,-92426000000,6.2295860206907,5.982808070152305,9.898657132166466,0.12563003045038362,0.27110555291781063,0.34400507681149867,13.561314553990611,0.32627938396742234,0.5921276995305165,0.16095125067860042,7.115749394731578,90808100,1,0,0,0,1,1,1,0,0,4
990,109860,2022-05-10,16900,7113,116047900,153790000000,9100000,2021-12-31,Y,162557000000,18600000000,13909000000,5762000000,9990000000,14422000000,10184000000,0,6323000000,0,547000000,141812000000,141113000000,50458000000,69383000000,7493000000,61890000000,1996000000,133000000,15066000000,15116999999,926000000,17891000000,4271000000,2268000000,0,-113999999,10.207752555422806,9.2681336392773,3.498682568298433,0.10169802273432432,0.10799475375812519,0.4268225914602263,4.698271590957349,0.1303999181055074,0.41484648160468834,0.0683286522287474,3.818253878382969,9100000,1,1,0,0,0,0,1,0,1,4
1004,263690,2022-05-10,9420,18425,172473120,106687246200,11325610,2021-12-31,Y,84047000000,21094000000,10948000000,11322000000,15388999999,20658000000,11991000000,0,2383000000,40000000,986999999,61005999999,61005999999,63461000000,85750000000,27170999999,58579999999,12389000000,792000000,12553000000,12553000000,984000000,2605000000,1796000000,469000000,465000000,10388000000,8.49894417270772,14.935690744464406,3.0719817988188596,0.33862243058614927,0.31686297374927114,1.0202624721881803,27.519929506684477,0.36384188210573715,1.4677479313240902,0.3361443719010897,3.0577641862045533,11325610,1,0,1,0,1,0,1,0,0,4
1009,131030,2022-05-10,7140,22511,159136610,115333576680,16153162,2021-12-31,Y,140038000000,9791000000,42029000000,32555000000,6536000000,11375000000,9939000000,0,1643000000,0,1475000000,127021000000,127021000000,91017000000,57316000000,32525000000,24791000000,10472000000,306000000,9892000000,9892000000,9000000,846000000,588000000,2423000000,0,7070999999,11.659277868985038,7.063796969394022,8.001494505494506,0.0895521213027767,0.5674680717426198,0.4092889072965909,11.08955557095237,0.6300491558025219,0.46827101472705296,0.07218862241868056,10.88685621194207,16153162,1,0,1,0,0,0,1,0,0,3
1068,042500,2022-05-10,5970,82155,478144310,91680561660,15356878,2021-12-31,Y,130747000000,18595000000,23687000000,7594000000,50848000000,56074000000,33106000000,0,101000000,80000000,0,74572000000,74572000000,107676000000,214784000000,24057000000,190727000000,10622000000,490000000,8669000000,8669000000,1410000000,1283000000,2050000000,649000000,13000000,-23904000000,10.575679047179605,6.630362455735122,1.9202482433926598,0.7519444295446012,0.11200554976162097,1.642745149028276,6.149214001087495,0.12380487217401195,1.2129704022918544,0.784749905432537,2.057954355846419,15356878,1,1,0,0,0,1,1,0,1,5
1080,093520,2022-05-10,9910,143816,1377568380,160176241720,16163092,2021-12-31,Y,144971000000,17513000000,20387000000,25044000000,16571000000,64572000000,60707000000,0,966000000,95000000,225999999,79433000000,79667000000,135935999999,140727000000,39005000000,101722000000,26019000000,256999999,25010000000,24965000000,7058000000,11910000000,5896000000,250000000,7000000,14196000000,6.40448787365054,17.251726207310426,2.105184909852568,0.8129115103294601,0.27716784980849446,0.9707251795186623,8.467991077506309,0.20834627731179456,0.9101886081119291,0.6851716841225528,2.1782414616422714,16163092,1,1,1,0,0,0,1,1,1,6
1088,041920,2022-05-10,5440,175836,945211760,87040000000,16000000,2021-12-31,Y,90170000000,12611000000,4196000000,32424000000,12403000000,9741000000,8334999999,0,1692000000,120000000,516000000,78737000000,78737000000,70179000000,56802000000,19356000000,37446000000,8259999999,545000000,8774000000,8774000000,37000000,80000000,1630999999,1455000000,380000000,12133000000,9.920218828356507,9.730509038482865,7.204496458269172,0.12371566099800602,0.3407626492024929,0.6299434401685705,14.643964461582554,0.3938891275048505,0.8795888590708945,0.10830198070532433,6.935117599216004,16000000,1,0,1,1,1,0,1,0,0,5
1097,058110,2022-05-10,5860,120703,691878240,94056105800,16050530,2021-12-31,Y,96738000000,27061000000,1619000000,28942000000,6383000000,8931000000,4666000000,0,16213999999,740000000,0,71592000000,71002000000,64947000000,49296000000,24714000000,24582000000,10643000000,469000000,9080000000,9479000000,880000000,75000000,1552000000,2335000000,34000000,7112000000,10.358601960352424,9.386177096900909,7.27208599261001,0.12474857525980557,0.5013388510223953,0.5095825838863735,34.205083160966765,0.5709436623857524,0.9641288640806959,0.42483973550047954,2.659537812629953,16050530,1,0,1,0,1,1,1,0,0,5
1112,095500,2022-05-10,7400,593861,4277737560,229473992600,31009999,2021-12-31,Y,420759000000,74152000000,11569000000,105541000000,67717999999,128652000000,49264000000,0,45780000000,2699000000,1207000000,246327000000,222490000000,266202000000,458243999999,75110000000,383135000000,23639000000,4113000000,23420000000,22242000000,10869000000,17765000000,7036000000,9732000000,654000000,31422000000,9.79820634500427,5.566131681081094,2.0691633243167615,0.5222813577074377,0.16390831085658275,1.0890890034414,5.8911526058316515,0.1970445912898694,1.1327600288523338,0.708765749235474,1.4792756844823063,31009999,1,0,1,1,1,1,1,0,0,6
1118,201490,2022-05-10,5290,296596,1548048380,165353603300,31257770,2021-12-31,Y,224200000000,0,39569000000,65500000000,10848000000,44351000000,9115000000,0,4440000000,0,0,175409000000,101958000000,119694000000,109733999999,73512000000,36222000000,34515000000,5274000000,25880000000,9160000000,3233000000,897000000,6579000000,2911000000,2363000000,30551000000,6.389242785935085,11.543264942016057,2.698789204302045,0.2528433546739335,0.6699108753956833,0.48944692238626225,13.516095840070557,0.7152136490570369,0.6004014772894312,0.2863864548829154,2.685429133275538,31257770,1,0,1,1,1,1,1,0,0,6
1119,950190,2022-05-10,17900,52833,935160250,243080066800,13579892,2021-12-31,Y,132349000000,0,36737000000,63692999999,8607000000,9957000000,6972000000,0,1647000000,0,0,120746000000,119832000000,112474000000,94447000000,66352000000,28095999999,36704000000,2458000000,30374000000,30354000000,834000000,659000000,6420999999,2429000000,109000000,31155000000,8.002899413972477,22.949927842295747,11.2959726825349,0.08246235900154042,0.7025315785572861,0.7136208055973222,31.49587731138903,0.7529923155919119,0.9185057489957553,0.11886252423708672,9.228677955491689,13579892,1,0,1,1,1,1,1,0,0,6
1120,214180,2022-05-10,17500,26718,458688750,232000737500,13257185,2021-12-31,Y,454054000000,7675000000,59189000000,190605000000,58804999999,162385000000,152147000000,0,17742000000,25000000,1545000000,273927000000,136173000000,319943000000,221041000000,221041000000,0,37477000000,12057000000,32466000000,21093000000,803999999,1738000000,9516000000,5735000000,6322000000,83428000000,7.145960004312204,7.150250851220339,1.9702743480001232,0.5928039222128523,1.0,0.4868165460495888,8.104298801973222,1.0,0.4723901117881966,0.43143319710652606,2.2285810259609384,13257185,1,0,1,1,0,0,1,0,1,5
1121,206640,2022-05-10,14050,101114,1412841250,329986168000,23486560,2021-12-31,Y,192242000000,33410000000,29920999999,38817000000,26738000000,27113000000,13412000000,0,3896000000,379000000,0,161233000000,151088000000,131083000000,157708000000,98372000000,59336000000,51936000000,2332000000,47395000000,44367000000,1247000000,4818000000,8644000000,5080000000,961000000,49927000000,6.962467939656082,24.653821745508267,4.8346918452402905,0.16816036419343436,0.623760367261014,0.820361835603042,29.553142682367334,0.677515593453178,0.8816699801192843,0.2640819660430924,3.6467373352151586,23486560,1,0,1,1,1,1,1,0,0,6
1122,018700,2022-05-10,3610,345978,1225593655,126782322770,35119757,2021-12-31,Y,78809000000,6071000000,35191000000,3264000000,3236000000,6562000000,2938000000,0,4738000000,310000000,36000000,67510000000,66622000000,48447000000,35641000000,35641000000,0,-5309000000,648000000,15675000000,16122999999,2719000000,33422000000,99000000,594000000,54000000,-6931999999,8.08818646060606,19.889860295143954,7.382962511429442,0.09720041475336987,1.0,0.4522453019325204,-17.34333030589963,1.0,0.5058068754951787,0.23477771800264097,2.4845328611602957,35119757,1,1,0,0,1,1,1,0,0,5
1123,035620,2022-05-10,1320,536889,690654035,98260371000,74439675,2021-12-31,Y,140863000000,488000000,1540000000,2874000000,5428000000,20907000000,2961000000,0,10578000000,894999999,836999999,109378000000,110313000000,11938000000,10711000000,10711000000,0,-1322000000,576000000,8534000000,8948000000,1594000000,983000000,1561000000,565000000,11000000,-6927000000,11.513987696273729,6.0583687696556225,0.5710049265796144,0.1911444714659255,1.0,0.07603842030909465,-7.2208124248726415,1.0,0.14507450725992635,0.13600241562469975,0.9882934705822989,74439675,1,1,0,0,0,0,1,0,0,3
