,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Inventory,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Receviables,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,Current_Assets_Total,REV,GROSS,CGS,OPR,SGA_2,NETINC,NETINC_1,FINCOST,FININC,TAX,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,CFO_Total,PER,EBIT,GreenBlatt
235,170900,2022-05-10,66400,19181,1246372900,560844479200,8446453,2021-12-31,Y,1115986000000,104596000000,110118000000,194602000000,111124000000,275536000000,120596000000,0,184071000000,686000000,6989000000,656379000000,656379000000,530997999999,593228000000,293876000000,299352000000,15619000000,5075000000,12816000000,12816000000,14894999999,11923000000,-727000000,19189000000,761000000,49374000000,43.76127334581773,15060999999,0.01792016181688381
236,028100,2022-05-10,19300,104820,1946332700,271216067800,14052646,2021-12-31,Y,350828000000,4308000000,6249000000,126603000000,94270000000,145028000000,41468000000,0,1407000000,5000000,0,204393000000,204373000000,239627000000,289482000000,15244000000,274238000000,4025000000,1364000000,4689000000,4656000000,952000000,1596000000,1499000000,18749000000,13000000,31323000000,57.840918703348265,5544000000,0.026938775510204082
237,282690,2022-05-10,12550,40862,503978650,172349338250,13733015,2021-12-31,Y,420631000000,34348000000,118000000,40163000000,39542000000,42145000000,19065000000,0,7988000000,878999999,0,370498000000,370498000000,117184999999,179555000000,22645000000,156911000000,14388999999,359000000,16538000000,16538000000,1176000000,6850000000,5632000000,2963000000,0,7314000000,10.421413608054179,16496000000,0.043584174843983664
238,001520,2022-05-10,1465,1094547,1574189835,349672152295,238684063,2021-12-31,Y,1007234000000,72162000000,118683999999,79630000000,121683000000,186918000000,131904000000,0,36323000000,1515000000,10811000000,783993000000,798012000000,413726000000,699569000000,80458000000,619112000000,7618000000,5587000000,11246000000,16193000000,11666000000,38002000000,12950000000,13815000000,526999999,26143000000,31.093024390449937,-2140000000,-0.0026087507740919355
239,084670,2022-05-10,17700,5022,87180550,51251571300,2895569,2021-12-31,Y,168830000000,1074000000,2747000000,10962000000,2359000000,62373000000,10683000000,0,21942000000,0,6158000000,84514000000,84146000000,17680000000,81176000000,-12393000000,93569000000,-22023000000,225999999,-23944000000,-23926000000,1164000000,56999999,-6573999999,5579000000,0,-12664000000,-2.1404765828600065,-29410999998,-0.27627117050076555
240,008970,2022-05-10,1300,1290890,1654945995,154550877000,118885290,2021-12-31,Y,185998000000,50470000000,5045000000,480999999,45326000000,92943000000,27120000000,0,8908000000,0,5043000000,84147000000,84147000000,101747000000,182021000000,11638000000,170384000000,-3231000000,179000000,-3772999999,-3772999999,2295000000,1480000000,89000000,6947000000,10000000,-32795000000,-40.96233157724949,-2868999999,-0.03083122883241094
241,092780,2022-05-10,6090,89579,533713070,80195921400,13168460,2021-12-31,Y,362628000000,87135000000,26063000000,5878000000,50040000000,174633000000,59253000000,0,74717000000,0,25478000000,113278000000,110689000000,169751000000,354591000000,39403000000,315188000000,10314000000,771000000,7678000000,7409999999,5957000000,4026000000,1897000000,17441000000,210000000,13813999999,10.444897290961189,11506000000,0.0612037554190271
242,049770,2022-05-10,166000,3980,653411000,640614584000,3859124,2021-12-31,Y,1935684000000,398607000000,153195000000,75756000000,283050000000,691315000000,314378000000,0,445547999999,6067000000,6844000000,798821000000,798821000000,920693000000,3490623000000,797925000000,2692698000000,130385999999,23800000000,69498000000,69498000000,15151000000,1976000000,26431000000,71311000000,3914000000,159567000000,9.217741287519065,109104000000,0.08767817263207296
243,018500,2022-05-10,950,401350,379939268,44417186350,46754933,2021-12-31,Y,441813000000,68189000000,7062000000,7370000000,45160000000,286827000000,124390000000,0,107833000000,3148000000,33902999999,47153000000,47153000000,138307000000,283269000000,47184000000,236085000000,7744000000,2519000000,11907000000,11907000000,8635000000,968000000,-599000000,30599000000,1711000000,39116000000,3.7303423490383807,18975000000,0.12243041306956758
244,006040,2022-05-10,239000,5974,1407594000,878956199000,3677641,2021-12-31,Y,3051905000000,491147999999,199108000000,156268000000,349051000000,846441000000,367287000000,0,718578000000,52190000000,9938000000,1486886000000,1437031000000,1289142000000,2802219000000,453985000000,2348234000000,260727000000,7555000000,171466000000,169206000000,36014000000,6976000000,52182000000,126692000000,3861999999,332971000000,5.126125290144985,252686000000,0.11457271576412038
245,030720,2022-05-10,11600,317927,3686219950,53984138000,4653805,2021-12-31,Y,100942000000,32629000000,4229000000,11743000000,10851000000,32270000000,13886000000,0,11652000000,13000000,6098000000,57020000000,56773000000,66791999999,144619000000,19636000000,124983000000,6227000000,614000000,7351000000,7463000000,1243000000,1065000000,1136000000,1780000000,1000000,4945000000,7.34378152632295,8665000000,0.12617952003727867
246,014820,2022-05-10,55700,27536,1511512900,1625794492700,29188411,2021-12-31,Y,1492015000000,219264000000,101394000000,74033000000,238557000000,514874000000,209085000000,0,311768000000,110000000,3360000000,665372000000,662982000000,638499000000,1250882000000,155595000000,1095287000000,89997000000,5932000000,48135000000,39871000000,11380000000,2706000000,17097000000,63658000000,5264000000,85302000000,33.77572437311728,73906000000,0.07563493907225262
247,163560,2022-05-10,8250,197011,1591184540,114675000000,13900000,2021-12-31,Y,313829000000,33518000000,5549000000,34367000000,93291000000,88368000000,35417000000,0,16419000000,709000000,0,209042000000,203542000000,169426000000,277513000000,46346000000,231166000000,872000000,1067000000,6065000000,6065000000,7311000000,9669000000,1021000000,4533000000,105000000,-16208000000,18.907666941467436,4728000000,0.020970367380611282
248,004890,2022-05-10,171000,5822,958055000,414711765000,2425215,2021-12-31,Y,473764999999,93531000000,84482000000,42589000000,92380000000,61941000000,47484000000,0,9787000000,1107000000,3926000000,402037000000,402037000000,314196000000,464418999999,63328000000,401091000000,42049000000,372000000,43781000000,43781000000,4737000000,15383000000,13493000000,13409000000,114999999,22580000000,9.472414175098788,46628000000,0.11322312444178392
249,002690,2022-05-10,4590,1382891,6254348925,93178652400,20300360,2021-12-31,Y,180513000000,32208999999,8000000000,18679000000,46331000000,23588000000,21796000000,0,3376000000,0,195000000,153548000000,153548000000,105242000000,182236000000,14594000000,167642000000,7873000000,281000000,8251000000,8251000000,7000000,173000000,768000000,4102000000,0,-8161000000,11.29301325899891,8853000000,0.05641548510434921
250,000020,2022-05-10,11700,156931,1800222150,326798199000,27931470,2021-12-31,Y,447804000000,36244000000,61029999999,60479999999,61092999999,66461000000,46968000000,0,21210000000,2636000000,10519000000,360133000000,346935000000,220198999999,293018000000,149347000000,143671000000,22496000000,4486000000,19583000000,17870000000,602000000,4526000000,6944000000,10578000000,1515000000,36031000000,16.68785165704948,22603000000,0.059272098871619515
251,000150,2022-05-10,84900,111847,9365268900,1402873591500,16523835,2021-12-31,Y,26009852000000,2027874000000,1402448000000,2235362000000,3088389000000,12006449000000,3497336000000,0,5506350000000,0,578381000000,8497053000000,2165077000000,9895282000000,13204153000000,2242467000000,10961687000000,945931000000,101652000000,656731000000,211823999999,1090779999999,762619000000,249552000000,435834000000,176796000000,743215000000,2.1361464458050556,1234443999999,0.08815314391787482
252,241560,2022-05-10,40100,325707,13094511100,4019991556600,100249166,2021-12-31,Y,8580899000000,1153303000000,23392000000,951760000000,427549000000,1498237000000,1078820999999,0,2761397000000,0,346328000000,4321266000000,4321266000000,2645942000000,5816200000000,1233645000000,4582555000000,595338000000,17047000000,385889000000,385889000000,151077000000,57146000000,135133999999,135317000000,54334000000,460039999999,10.417481598594414,614953999999,0.08682526428608339
253,034020,2022-05-10,20450,4949976,101087359550,12925875201650,632072137,2021-12-31,Y,23720546000000,1788420000000,856866000000,1908604000000,2777628000000,10125766000000,4177662999999,0,4787184000000,344966000000,540497000000,8807596000000,6091427000000,8417624000000,11283611000000,1864912000000,9418698000000,877883000000,97881000000,645821000000,495274000000,989577000000,706704000000,95409000000,361735000000,175236000000,1027716000000,20.014640591820335,1024103000000,0.07533060483509112
254,336260,2022-05-10,36850,1193010,44650321050,2413443803100,65493726,2021-12-31,Y,698855000000,209010000000,96000000,6013000000,67261000000,77613000000,37442000000,0,103053000000,1813000000,174000000,518188000000,518188000000,498232000000,381412000000,48202000000,333211000000,17990000000,2860000000,8695000000,8695000000,5042000000,183000000,9934000000,7025000000,1628000000,-140057000000,277.5668548706153,23488000000,0.03780813274054233
255,016740,2022-05-10,3635,159125,573206935,120197381800,33066680,2021-12-31,Y,424142000000,67928000000,31576000000,62692999999,89898000000,148960000000,88198000000,0,77869000000,877999999,14215000000,197313000000,193847000000,257978000000,495633000000,87640000000,407993000000,25297000000,4816000000,15552000000,15963000000,9022000000,5411000000,8711000000,16840000000,2468000000,27180000000,7.728741113683127,27874000000,0.10129296247574332
256,192650,2022-05-10,10250,264008,2618879460,689115628250,67230793,2021-12-31,Y,732979000000,173134000000,6026000000,80382000000,123663000000,333555000000,168461000000,0,10658000000,378000000,767000000,388766000000,341328000000,392828000000,1231623000000,165290000000,1066333000000,96105000000,6748000000,79341000000,69785000000,29847000000,32210000000,9754000000,43170000000,4302000000,80726000000,8.685492094251396,86732000000,0.21714268546707258
257,024090,2022-05-10,27000,64307,1737440250,315900000000,11700000,2021-12-31,Y,286896000000,37872000000,67978000000,27023000000,31707000000,40913000000,25674000000,0,10434000000,1511000000,75000000,235548000000,235548000000,168084000000,250829000000,44863000000,205966000000,34888000000,130000000,50755000000,50755000000,169000000,3213000000,14813999999,1754000000,0,15807000000,6.224017338193281,62524999999,0.25418423223962633
258,003160,2022-05-10,8320,295379,2422189190,262053251200,31496785,2021-12-31,Y,249144999999,66254999999,6902000000,26170000000,18760000000,63178000000,16513999999,0,32095000000,0,3610000000,153872000000,143318000000,121089000000,226567000000,65816999999,160751000000,16476000000,4085000000,15097000000,15322000000,1607000000,2480000000,3259000000,6203000000,482000000,-8023000000,17.357968550043054,17483000000,0.09401130308115963
259,092200,2022-05-10,4910,203886,966859310,190942873790,38888569,2021-12-31,Y,628866000000,94486000000,23470000000,23446000000,66544000000,428403000000,171456000000,0,67944000000,391000000,55658000000,132520000000,93009000000,217063000000,590132000000,67495000000,522637000000,27295000000,1519000000,29487000000,28970000000,16440000000,14979000000,-3137000000,38110000000,90000000,37892000000,6.47549339675111,27811000000,0.13873383118081642
260,377190,2022-05-10,5340,87046,460848190,343896000000,64400000,2021-12-31,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0,
261,013570,2022-05-10,8480,374707,3081916450,223190487840,26319633,2021-12-31,Y,859973000000,176202000000,29339000000,103033999999,218225000000,301093000000,148703000000,7351000000,60754000000,767000000,5916000000,498126000000,344464000000,533996000000,998350000000,99304000000,899045999999,46788000000,3818000000,11599000000,-7017000000,10653000000,3942000000,15212000000,30812000000,1524000000,26102999999,19.242218108457624,33522000000,0.059980675636988265
262,210540,2022-05-10,15850,552391,8469703850,175011071800,11041708,2021-12-31,Y,342046000000,66998000000,6186000000,43789000000,99438000000,107103000000,60905999999,3582000000,8970000000,45000000,1065000000,225973000000,225973000000,225203000000,437162000000,54440000000,382722000000,42159000000,802000000,31056000000,31056000000,4003000000,1898999999,10959000000,11198000000,218000000,12061000000,5.635338478876868,44119000001,0.1877859736233895
263,007340,2022-05-10,75500,21841,1612961000,754547377500,9994005,2021-12-31,Y,1484962000000,184423000000,14000000,571605000000,178272000000,558066000000,120143000000,0,212923000000,0,3571000000,713973000000,711056000000,1077073000000,930753000000,150128000000,780624000000,89645000000,5836000000,85081000000,80832000000,4891000000,5061000000,24151000000,34032000000,3779999999,40896000000,8.868576738637298,109062000000,0.11766368610933697
264,026890,2022-05-10,9450,551531,5214786950,393858753750,41678175,2021-12-31,Y,341993000000,23039000000,71007000000,23942000000,71289000000,96454000000,48279000000,0,13303000000,877000000,1387000000,232236000000,230536000000,196384000000,312735000000,162711000000,150024000000,76281000000,1979000000,58095000000,57978000000,810000000,1000000000,19590000000,2853000000,267000000,30687000000,6.779563710302091,77495000000,0.3156117765405903
265,115390,2022-05-10,9940,47378,466833150,512411115160,51550414,2021-12-31,Y,829725000000,191555000000,25203000000,191773000000,91213000000,101323000000,56605999999,0,34450000000,0,17818000000,693951000000,693793000000,542041000000,543038000000,232615000000,310423000000,32519000000,24790000000,16156000000,16160000000,973000000,3904000000,8131000000,28274000000,4530000000,18742000000,31.716459220103985,21356000000,0.02931897496162833
266,032350,2022-05-10,15050,544977,8183444450,1086670711700,72204034,2021-12-31,Y,1302425000000,6636000000,15388999999,60687000000,4346000000,240448000000,89433000000,0,1009289000000,79000000,19763000000,52688000000,56195000000,91480000000,107072000000,107072000000,0,-131250000000,68876000000,-200696000000,-200585000000,71796000000,534000000,-7695000000,66587000000,2290000000,-50901000000,-5.4145110600111614,-137129000000,-0.1291261486830694
267,089860,2022-05-10,40500,313120,12677228750,1483679551500,36634063,2021-12-31,Y,6125008000000,27039000000,369354000000,146904000000,298968000000,2213328000000,387303000000,0,2674343000000,0,2399000000,1237336000000,1229340000000,969910000000,2422659000000,2422659000000,0,245494999999,960690000000,113578000000,118750000000,104188000000,16038999999,36836000000,951708000000,8982000000,38638000000,13.0630892558418,238563000001,0.060987350703789675
268,330590,2022-05-10,5760,258343,1475104500,1399500771840,242968884,2021-12-31,Y,2403900000000,0,37500000000,7400000000,10500000000,657600000000,8800000000,0,593200000000,87800000000,0,1153100000000,0,55400000000,56200000000,56200000000,0,32800000000,20400000000,18400000000,0,14500000000,200000000,0,20400000000,0,53800000000,76.05982455652173,32700000000,0.018725304930424326
269,023530,2022-05-10,93000,103632,9613647300,2630854215000,28288755,2021-12-31,Y,33426534000000,1395280000000,2092349000000,2398789000000,607708000000,8994249000000,3081581000000,0,12635278000000,32862000000,34789000000,11797007000000,10083492000000,7000185000000,15573550000000,6542237000000,9031313000000,207603000000,1168706000000,-272964000000,-292279000000,760311000000,253828000000,-365277000000,1127605000000,89019000000,1828098000000,-9.638099584560601,-131758000000,-0.0053927825416247395
270,004000,2022-05-10,79200,166067,12969407700,2043360000000,25800000,2021-12-31,Y,2723454000000,244501000000,72207000000,228813000000,308881000000,309017000000,231715000000,0,215807000000,1000000,7400000000,2198630000000,2198630000000,866862999999,1780293000000,349189000000,1431104000000,244514000000,9102000000,585458000000,585458000000,72735000000,343526000000,161394000000,118100000000,2737000000,308522000000,3.490190585831947,476061000000,0.19717267420934984
271,286940,2022-05-10,31600,90253,2810254950,486524059600,15396331,2021-12-31,Y,750131000000,8159999999,9162000000,146738000000,129654000000,210885000000,140431000000,3000000,106001000000,1436000000,835000000,433245000000,433192000000,348645000000,929999000000,75652000000,854345999999,39966000000,3044000000,34659000000,34659000000,877000000,610000000,9661000000,33707000000,7930000000,87298000000,14.037452309645403,44587000000,0.08268396983936831
272,280360,2022-05-10,117000,4692,546313000,750755889000,6416717,2021-12-31,Y,2666649000000,247178000000,46228000000,295004000000,186056000000,685643000000,259716000000,0,654034000000,1064000000,4516000000,1326972000000,1234117000000,827935000000,2145407000000,733082000000,1412325000000,108471000000,45649000000,36349000000,34894000000,32606000000,18753000000,17769000000,105567000000,12693000000,212746999999,20.65410022283969,67971000000,0.034311354937844714
273,004990,2022-05-10,33500,130638,4320177400,3514459439500,104909237,2021-12-31,Y,19921883000000,990912999999,957452000000,1394468000000,1207897000000,4567005000000,2018204000000,31188000000,5725581000000,119305000000,44236000000,9629297000000,6978956000000,4772463000000,9924864000000,2627818000000,7297046000000,216401000000,446481000000,150434000000,308605000000,198488000000,134694000000,-80935000000,508403000000,57023000000,600465000000,23.3621351522927,133293000000,0.008680824425957667
274,005300,2022-05-10,185000,46552,8671864000,1716593540000,9278884,2021-12-31,Y,3596830000000,305372000000,21133000000,384578000000,225634000000,970974000000,474372999999,0,1180800000000,14222999999,34950000000,1445056000000,1426729000000,994500000000,2506093000000,1045814000000,1460279000000,182218000000,62646000000,137077000000,135516000000,43930000000,11743000000,37893000000,145530000000,12459000000,321101000000,12.522841468663598,207157000000,0.07889122632771942
275,011170,2022-05-10,189500,107593,20434978000,6495191900500,34275419,2021-12-31,Y,22869964000000,2793044000000,2889649000000,1602900000000,1938434999999,4579149000000,2025791999999,0,2839619000000,5762000000,13097000000,15451196000000,14410216000000,9430723000000,18120462000000,2463950000000,15656513000000,1535641000000,36236000000,1425602000000,1345655000000,255504000000,178996000000,476685000000,744164000000,88572000000,1486217000000,4.556104649474397,1978795000000,0.1081851738153822
276,002270,2022-05-10,324000,1600,510928000,391733820000,1209055,2021-12-31,Y,1271499000000,219065000000,12835000000,63340000000,182036000000,257313000000,172918000000,22319000000,228153000000,6830000000,12256000000,786032000000,786032000000,482379000000,1607806000000,295705000000,1312100000000,38457000000,15577000000,-1047000000,-1047000000,4897000000,839000000,7011000000,54152000000,1571000000,47669000000,-374.1488252148997,10022000000,0.009881816550415801
277,071840,2022-05-10,22250,27715,602707100,525271592000,23607712,2021-12-31,Y,2943545000000,522032000000,45132000000,39695000000,74907000000,575563000000,245825000000,0,540624000000,883000000,2673000000,1827358000000,1827358000000,682918000000,3869749000000,932719000000,2937030000000,106834999999,140994000000,-57452000000,-57452000000,18955000000,5153000000,23994000000,135563000000,5431000000,146499000000,-9.142790364130056,-19656000000,-0.008300738772507562
278,027740,2022-05-10,1915,2503684,4808218880,121624001620,63511228,2021-12-31,Y,196467000000,3066000000,3599000000,23290000000,19567000000,88882000000,24823000000,0,60291999999,1962000000,4908000000,47293000000,47316000000,69791000000,252727000000,10916000000,241811000000,-13038000000,572000000,-50153000000,-49933000000,3486000000,250999999,6441000000,9095000000,125000000,-8738000000,-2.425059350786593,-40476999999,-0.3762327461913836
279,204320,2022-05-10,53400,287155,15068186100,2507510208000,46957120,2021-12-31,Y,5704366000000,544105000000,27302000000,852256000000,1412063000000,2129591000000,1281673000000,0,1530519000000,31642000000,4277000000,2044256000000,1954541000000,2944290000000,6147433000000,901292000000,5246142000000,232312000000,26939999999,178616000000,167136000000,58689000000,22382000000,49510000000,280252000000,46546000000,412688000000,14.038553141935774,264433000000,0.07397192830317992
280,001080,2022-05-10,26600,18711,494753650,110390000000,4150000,2021-12-31,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0,
281,090370,2022-05-10,800,401601,309175216,59618758400,74523448,2021-12-31,Y,85034000000,3465000000,11434000000,11214000000,9575000000,25559000000,2645000000,401999999,3043000000,5000000,107000000,56432000000,52024000000,36359000000,39301000000,20270000000,19030000000,-1423000000,3302000000,-14647999999,-14509000000,990000000,136000000,-669000000,3625000000,0,2279000000,-4.070095467235807,-14462999999,-0.24317780578394282
282,017180,2022-05-10,3465,117383,405839110,117648718110,33953454,2021-12-31,Y,222676000000,26032000000,4285000000,6813000000,29113000000,112501000000,27605000000,0,24302000000,827999999,13812000000,85874000000,80257000000,66879000000,144760000000,62338000000,82422000000,-5881000000,865000000,-6804000000,-6865000000,3200000000,874000000,206000000,4135000000,68000000,855000000,-17.291110833333335,-4272000000,-0.038774676650782845
283,009900,2022-05-10,21300,317294,6629785450,1117613832900,52470133,2021-12-31,Y,719480000000,139176000000,2036000000,100970000000,172594000000,332069000000,190293000000,0,90320000000,252000000,1190000000,297091000000,297091000000,435371000000,1107708000000,102494000000,1005214000000,56483000000,310000000,45336000000,45336000000,16404000000,19219000000,12855000000,24450000000,135000000,22791000000,24.651796208311275,55376000000,0.142938636228708
284,012690,2022-05-10,3715,182921,663704240,135862212325,36571255,2021-12-31,Y,93956000000,10392000000,0,9742000000,10577000000,16175000000,10372000000,0,2548000000,8000000,0,75232000000,75232000000,30833999999,106399000000,24915000000,81485000000,3434000000,0,3268000000,3268000000,195000000,252000000,580000000,4856000000,105000000,10926000000,41.573504383414935,3791000000,0.04873940936732621
285,005360,2022-05-10,4615,190724,863929810,87211071805,18897307,2021-12-31,Y,202508000000,34447000000,45867000000,11646000000,16722999999,64517999999,15008000000,0,33443000000,2472000000,0,104547000000,102141000000,112260999999,132235999999,47032000000,85203000000,5064000000,3629999999,15736000000,15625000000,2204000000,472000000,6365000000,5438000000,440000000,4863000000,5.542137252478393,23833000000,0.17271541415919475
286,204210,2022-05-10,5270,9376,48566420,41247315050,7826815,2021-12-31,Y,109800000000,0,1000000000,2200000000,1400000000,64300000000,1300000000,0,500000000,100000000,0,45000000000,0,30600000000,6100000000,6100000000,0,3400000000,1200000000,2100000000,0,3200000000,1500000000,400000000,1500000000,0,3200000000,19.641578595238094,4200000000,0.09230769230769231
287,009680,2022-05-10,8980,10902,97133930,296340000000,33000000,2021-12-31,Y,447983000000,11241000000,324546000000,20361000000,17180000000,25429000000,19528000000,0,3735000000,75000000,669000000,418818999999,418818999999,376574000000,196084000000,27530000000,168553000000,14355000000,518000000,11970000000,11970000000,260000000,4242000000,6689000000,7336000000,70000000,22036000000,24.75689223057644,14677000000,0.034734022160481264
288,009580,2022-05-10,4830,702876,3338388420,301239004920,62368324,2021-12-31,Y,1483592000000,97750000000,52779999999,80456000000,109804000000,527378000000,72106000000,0,337272000000,11100000000,47810000000,618942000000,610402000000,343187000000,613699000000,83801000000,529897999999,29387000000,2526000000,19730000000,18590000000,22051000000,10055000000,6258000000,50097000000,986000000,-15328000000,15.268069179929043,37984000000,0.03972332553173244
289,009200,2022-05-10,3125,1017119,3170227065,130029093750,41609310,2021-12-31,Y,2284417000000,199970000000,54458000000,193545000000,223438000000,916794000000,128748000000,0,721070000000,14002000000,83432000000,646553000000,394155000000,675375000000,1055273000000,130020000000,925253000000,29810000000,4286999999,409999999,-6366000000,52795000000,23699000000,2626000000,73766000000,1529000000,-60852000000,317.14413187108323,32131999999,0.023494778896669625
290,033920,2022-05-10,8400,114373,944257340,239400000000,28500000,2021-12-31,Y,646644000000,9940000000,13081000000,12250000000,16062000000,143611000000,68899000000,0,4492000000,440000000,0,498539999999,498539999999,56000000000,126928000000,45772000000,81157000000,-891000000,1761000000,-16036000000,-16036000000,921000000,1580000000,-3319000000,21309000000,0,47625000000,-14.928909952606634,-20014000000,-0.03978665415589037
291,008420,2022-05-10,4865,612187,2902397050,99749551825,20503505,2021-12-31,Y,209839000000,26660000000,22710000000,3030000000,31716000000,58507000000,13194999999,0,8338000000,884000000,0,142994000000,142994000000,84363000000,204873000000,27408000000,177465000000,20783000000,247000000,25376000000,25376000000,3927000000,3269000000,6470999999,683000000,0,2463000000,3.930861909875473,32504999999,0.21479264133824968
292,025560,2022-05-10,12800,79076,1000535750,56985689600,4452007,2021-12-31,Y,117722000000,19201000000,3606000000,38168000000,8836000000,29058000000,7504000000,0,4022000000,0,2499000000,84642000000,84642000000,70058000000,48338000000,16788000000,31550000000,8487000000,191000000,7490000000,7490000000,5588000000,4172000000,225000000,575000000,22000000,5207000000,7.608236261682243,9131000000,0.10298430027970766
293,007120,2022-05-10,416,606386,247967724,53865405568,129484148,2021-12-31,Y,99668000000,12000000,94000000,35277000000,767000000,3265000000,141000000,0,25323000000,1400000000,595000000,71080000000,71080000000,36534000000,7808000000,4118000000,3690000000,899000000,1022000000,-18081000000,-18081000000,690000000,644000000,54000000,1035000000,0,2020000000,-2.9791165072728276,-17981000000,-0.1865190917295105
294,396690,2022-05-10,6030,96301,577337750,175231800000,29060000,2021-12-31,Y,307500000000,0,0,9200000000,600000000,6400000000,6300000000,0,164400000000,0,0,136800000000,136800000000,10800000000,3500000000,3500000000,0,-4700000000,900000000,-5800000000,-5800000000,1100000000,0,0,900000000,0,-1300000000,-30.21237931034483,-4700000000,-0.015609432082364663
295,002840,2022-05-10,158000,4829,758386000,785260000000,4970000,2021-12-31,Y,372414000000,85524000000,1172000000,21671000000,62869000000,46649000000,37148000000,0,29777000000,331000000,16686000000,295987000000,295987000000,171562000000,359795000000,84680000000,275115000000,57154999999,178000000,57742999999,57742999999,1405000000,3285000000,13525000000,24100000000,2000000,55078000000,13.599224148617134,69387999999,0.21300016883029177
296,268280,2022-05-10,205000,2631,524094000,1045500000000,5100000,2021-12-31,Y,438129000000,120598000000,3242000000,60538000000,105927000000,97012000000,46164000000,0,14594999999,493000000,14102000000,326521000000,326521000000,292525000000,531343000000,135875000000,395468000000,95032000000,1041000000,79903000000,79903000000,3038000000,12622000000,25595000000,16522999999,229000000,32445000000,13.084615095803661,95914000000,0.28117625330898194
297,107590,2022-05-10,138500,3262,449795000,321320000000,2320000,2021-12-31,Y,426808000000,59389000000,78000000,13971000000,60886000000,109717000000,71758000000,0,81333000000,144000000,3106000000,235758000000,202175000000,135070000000,421385999999,59905999999,361479000000,29724000000,1148000000,40232000000,33137000000,2129000000,1180000000,11742000000,6031000000,69000000,20147000000,7.9866772718234245,52923000000,0.16690161499380304
298,134380,2022-05-10,70400,942,65723600,154828467200,2199268,2021-12-31,Y,133843000000,15022999999,503000000,6595000000,29407000000,5401000000,2638000000,0,8487000000,1425000000,5876000000,119955000000,119955000000,54075000000,197470000000,27725000000,169745000000,12772000000,186000000,11350000000,11350000000,635000000,1946000000,3213000000,11670000000,0,9380000000,13.641274643171807,13252000000,0.10317497391818875
299,003650,2022-05-10,78600,1538,121146300,136738219200,1739672,2021-12-31,Y,347597000000,51404000000,82196000000,37442000000,86136000000,39162000000,27589000000,0,6453000000,50000000,1814000000,301982000000,301982000000,260426000000,406293000000,49873000000,356419000000,35450000000,229999999,33138000000,33139000000,192000000,1376000000,11254000000,3110000000,78000000,15236000000,4.126326851348905,43208000000,0.14008786292087475
300,155900,2022-05-10,3260,20890,67908225,49552013040,15200004,2021-12-31,Y,47400000000,0,1900000000,7600000000,0,900000000,600000000,0,1900000000,1500000000,0,44700000000,44700000000,9500000000,11400000000,11400000000,0,7700000000,2200000000,14400000000,14400000000,1200000000,6700000000,0,2200000000,0,10600000000,3.4411120166666667,8900000000,0.1913978494623656
301,003610,2022-05-10,3630,659165,2449787980,153600146700,42314090,2021-12-31,Y,247389000000,40148000000,68432000000,32905000000,18773000000,46762000000,19338000000,0,9398000000,595000000,6447000000,191229000000,190435000000,162792000000,42298000000,3107000000,39190000000,805000000,138000000,-198000000,-216000000,1233000000,660000000,593000000,1285000000,0,9097000000,-775.7583166666667,968000000,0.0048248740199474645
302,001340,2022-05-10,5300,614926,3248265810,238067557100,44918407,2021-12-31,Y,359208000000,12670000000,996000000,13072999999,26870000000,125477000000,34401000000,0,44195000000,1972000000,2384000000,189537000000,189537000000,54694000000,191118000000,52048000000,139070000000,17930000000,2619000000,14896000000,14896000000,2522000000,107000000,354000000,20139000000,0,36597000000,15.981978860096671,17665000000,0.07557833577916494
303,035150,2022-05-10,12100,497495,5915650150,294090500000,24305000,2021-12-31,Y,330163000000,62529999999,5448000000,65371000000,73340000000,148198000000,56729000000,0,34950000000,610000000,2288000000,147015000000,145593000000,209784000000,371077000000,67914000000,303163000000,23245000000,1556000000,19134000000,19168000000,4974000000,4716000000,10115000000,5853000000,20000000,9762000000,15.370048081948363,29507000000,0.16215755777209903
304,002410,2022-05-10,5880,525145,2981476840,146012054160,24831982,2021-12-31,Y,198492000000,1511000000,52473000000,28943000000,31985000000,73104000000,31545999999,0,39218000000,921000000,3874000000,86170000000,85817000000,122358000000,111908000000,13610000000,98298000000,3024000000,560000000,4278000000,4833000000,2533000000,5139000000,-1113000000,1516000000,20000000,7209000000,34.13091495091164,559000000,0.004458161865569273
305,007210,2022-05-10,3590,533839,1870412795,246130400000,68560000,2021-12-31,Y,505439999999,33994000000,58246000000,20761000000,91993000000,157777000000,82393000000,0,57352000000,2263000000,5661000000,290312000000,229464000000,207560000000,471429000000,76737000000,394692000000,8545000000,2696000000,-1495000000,-4538000000,2990000000,2559000000,4381000000,13069999999,449000000,7412000000,-164.63571906354514,3317000000,0.009540848465351621
