,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Liab_Total,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,REV,GROSS,OPR,SGA_2,NETINC,NETINC_1,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,EPS,EPS_prev,EPS Growth,PEG
493,102460,2022-05-10,25100,98873,2447835500,451764282700,17998577,2021-12-31,Y,477978000000,30708000000,66741000000,47503000000,47503000000,19560000000,0,185238000000,0,0,245237000000,245237000000,142801000000,79438000000,1545000000,2606000000,5537000000,5537000000,4631000000,35000000,307.6354314010491,213.5724396434229,44.04266389177941,1.852523770123363
494,084680,2022-05-10,2480,689696,1670864230,351679358640,141806193,2021-12-31,Y,433175000000,0,8837000000,116779000000,116779000000,17620000000,0,77546000000,348000000,8541000000,238851000000,238851000000,125778000000,44860000000,1934000000,5766000000,-13811000000,-13811000000,8536000000,366000000,-97.39348971874593,-108.71175421795577,10.41126102750389,-2.4457857952831588
495,350520,2022-05-10,5760,68559,391254950,118656000000,20600000,2021-12-31,Y,168200000000,0,5200000000,200000000,200000000,200000000,0,54500000000,0,0,113500000000,35300000000,9200000000,9200000000,8900000000,0,8100000000,0,0,0,393.20388349514565,354.36893203883494,10.95890410958905,1.33671111111111
496,000760,2022-05-10,17700,1413,24889450,49560000000,2800000,2021-12-31,Y,274828000000,13251000000,14788000000,33733000000,33733000000,12024000000,0,7544000000,2544000000,0,233551000000,146326000000,57775000000,10307000000,-4965000000,434000000,59174000000,47088000000,1189000000,0,21133.571428571428,-1310.357142857143,1712.810029980921,0.0004889800863038385
497,014990,2022-05-10,965,127937,121858446,68238040175,70712995,2021-12-31,Y,125281000000,1200000000,15615000000,71812000000,71812000000,29942000000,0,15526000000,0,3793000000,37943000000,37943000000,148699000000,70570000000,-22119000000,11333000000,-20112000000,-20112000000,11185000000,161000000,-284.4173125463007,-306.46417960376306,7.1939458262193705,-0.4716329314761088
498,101140,2022-05-10,2305,208420,469798615,123079670100,53396820,2021-12-31,Y,274475000000,40000000,23152000000,77775000000,77775000000,2041000000,0,18678000000,77000000,0,178023000000,178023000000,10481000000,1959000000,-7931999999,1092000000,94125000000,94125000000,1002999999,113999999,1762.745421918384,-844.2075764062354,308.80473845334757,0.004234453601978457
499,006490,2022-05-10,2720,309199,816002670,298898996640,109889337,2021-12-31,Y,109350000000,-635000000,22536000000,42544000000,42544000000,12874000000,0,918000000,133000000,397000000,65889000000,65852000000,71666000000,34172000000,-2421000000,1098000000,5088000000,5304000000,1069000000,63000000,46.30112564970703,82.7741821756555,-44.06332453825858,-1.3332146994520393
500,023800,2022-05-10,10450,83284,858239450,160232075850,15333213,2021-12-31,Y,543367000000,3378000000,23987000000,246376000000,246376000000,80069000000,0,100469000000,438999999,0,196522000000,186279000000,484856000000,52925000000,2019000000,1913000000,2392000000,3444000000,29239000000,1007000000,156.00122427047742,-173.87092972620937,189.72243060765192,0.3530771431132145
501,034590,2022-05-10,27100,10480,282254650,118555833400,4374754,2021-12-31,Y,360581000000,6137000000,50573000000,87248000000,87248000000,76223000000,1344000000,81934000000,0,889000000,191398000000,191398000000,504206000000,61909000000,3200000000,15775000000,3713000000,3713000000,15234000000,542000000,848.7334373544204,2602.4320453218625,-67.3869126043039,-0.473829852970933
502,129260,2022-05-10,3345,362417,1189190300,99506638530,29747874,2021-12-31,Y,388582000000,9817000000,19095000000,153834000000,153834000000,75623000000,0,27832000000,0,865000000,206916000000,204435000000,588882000000,40682000000,19994000000,1980999999,13786000000,14653000000,10120000000,1018000000,463.42807556600513,154.83459423016245,199.30525401650024,0.03621554570921622
503,023810,2022-05-10,9210,56771,514148440,92100000000,10000000,2021-12-31,Y,353962000000,1610000000,3769000000,184619000000,184619000000,86446000000,0,48243000000,3377000000,8831000000,121100000000,101030000000,439274000000,60940000000,12819999999,2618000000,5290000000,3059000000,16806000000,2005000000,529.0,570.2,-7.225534900035083,-2.409538972598966
504,249420,2022-05-10,49100,1462992,70835241000,1316041293500,26803285,2021-12-31,Y,708970000000,19095000000,135585999999,364141000000,364141000000,86240000000,0,184245000000,0,86291000000,160585000000,152909000000,560132000000,219439000000,-55535000000,5788000000,-100968000000,-99705000000,20192000000,9119000000,-3767.000947831581,-485.72404464602005,-675.5434365158615,0.01929445358054601
505,000230,2022-05-10,47000,964776,45448512150,542398800000,11540400,2021-12-31,Y,920762999999,27192000000,174643000000,539305000000,539305000000,101970000000,0,198118000000,0,96967000000,183340000000,53328000000,592375000000,220834000000,-82844000000,14041000000,-134696000000,-70891000000,22251000000,17820000000,-11671.692488995182,-2709.6981039652005,-330.7377442496479,0.012175316542020753
506,013360,2022-05-10,4655,756755,3453027710,251485816400,54024880,2021-12-31,Y,379287000000,27189999999,41795000000,163697000000,163697000000,75591000000,0,106249000000,319000000,6114000000,109341000000,109205000000,416182000000,43706000000,10807000000,797000000,5776000000,5661000000,5776000000,206000000,106.9137034640336,53.01261196693079,101.67597765363128,0.4282209934210527
507,003120,2022-05-10,83000,1540,125920600,220780000000,2660000,2021-12-31,Y,371383000000,13241999999,50844000000,20727000000,20727000000,17219000000,0,4746000000,0,0,345910000000,345910000000,42090000000,16135000000,-1797000000,696000000,-1368000000,-1368000000,3026000000,48000000,-514.2857142857143,1210.5263157894738,-142.48447204968943,1.1326770318705803
508,003200,2022-05-10,119500,5662,666067000,286800000000,2400000,2021-12-31,Y,1044004999999,121297000000,20152000000,179411000000,179411000000,79468000000,0,70299000000,9331000000,357000000,794295000000,773283000000,601029000000,136868000000,60970000000,6554000000,64210000000,62858000000,19602000000,504000000,26754.166666666668,4347.083333333333,515.4509728745328,0.00866540994881882
509,007110,2022-05-10,1745,660747,1138024915,135161784450,77456610,2021-12-31,Y,91890000000,3087000000,9926000000,29917000000,29917000000,7804000000,0,9720000000,167000000,1475000000,52253000000,52253000000,74743000000,9860000000,826000000,875000000,-61000000,-61000000,1074000000,55000000,-0.7875376936842446,8.19813828671304,-109.60629921259843,20.21568992032928
510,007570,2022-05-10,23000,90222,2066895600,438970272000,19085664,2021-12-31,Y,494271000000,34343000000,47732000000,198210000000,198210000000,61170000000,0,24303000000,0,8136000000,271758000000,224115000000,371348000000,204403000000,41025000000,744000000,25956000000,14384000000,12650000000,0,1359.973643044329,1128.8577646551882,20.47342770944536,0.8260508550001027
511,008500,2022-05-10,22550,2775,61447700,27060000000,1200000,2021-12-31,Y,41345000000,1891000000,1464000000,19774000000,19774000000,7225000000,0,3000000000,0,0,18571000000,18571000000,31793000000,-2134000000,-8102000000,78000000,-7454000000,-7454000000,1590000000,11000000,-6211.666666666667,-3517.5,-76.59322435441838,0.04739669415657604
512,081000,2022-05-10,25900,32680,837698700,367857052500,14202975,2021-12-31,Y,641762000000,322719000000,131756000000,72919000000,72919000000,39078000000,0,33767000000,766000000,13519000000,535077000000,410804000000,187664000000,48343000000,9096000000,1678000000,10803000000,8480000000,8878000000,989000000,760.6152936268634,510.87888276927896,48.88368246968027,0.6965796715303294
513,020760,2022-05-10,2035,438554,870064390,104830462935,51513741,2021-12-31,Y,117459999999,4000000000,3974000000,79590000000,79590000000,25373000000,0,27145000000,2143000000,2900000000,10726000000,10726000000,101441000000,-24268000000,-35456000000,294000000,-43668000000,-43668000000,6352000000,44000000,-847.6961515957461,-719.1091013949074,-17.88143828960156,0.13425230588725173
514,020150,2022-05-10,82800,340921,27786009400,3817977138000,46110835,2021-12-31,Y,1753565000000,396970000000,234580000000,148562000000,148562000000,113135999999,0,255721999999,4538000000,37853000000,1349280000000,988599000000,688893000000,112658000000,69926000000,2619000000,63176000000,62775000000,42093000000,773000000,1370.090131744524,926.7886820960844,47.83198783198784,1.2634636990124217
515,103590,2022-05-10,5660,691982,3849270540,209875007400,37080390,2021-12-31,Y,837943000000,13037000000,23655000000,367088000000,367088000000,157752000000,0,147797000000,3091000000,26327999999,323058000000,323058000000,932362999999,79343000000,20403000000,4033000000,14946000000,14946000000,16086000000,781000000,403.07019424552976,129.96087689476838,210.14733347167459,0.06682082954352071
516,271940,2022-05-10,39600,104657,4120009700,1438002324000,36313190,2021-12-31,Y,343543000000,196971000000,77486000000,31436000000,31436000000,21695000000,0,4950000000,766000000,3239000000,307158000000,307158000000,117691000000,30830000000,9803000000,859000000,8963000000,8963000000,3818000000,782000000,246.8249140326146,429.01766548188135,-42.467424096540206,-3.7778983836674516
517,015860,2022-05-10,5440,243871,1295112450,268450307520,49347483,2021-12-31,Y,1611594000000,342255000000,166934000000,532539999999,532539999999,204054000000,454000000,194215000000,4555000000,43901000000,884837999999,417028000000,1190072000000,165825000000,37818000000,7019000000,33291000000,20073000000,27570000000,1973000000,674.6240735317747,341.1318871116486,97.7604847332779,0.08248476069180403
518,226320,2022-05-10,21600,122769,2626676600,473673204000,21929315,2021-12-31,Y,494667000000,299623000000,19156000000,33686000000,33686000000,16812000000,0,2493000000,43000000,163000000,458488000000,379022000000,140178000000,76279000000,755000000,4326000000,-6944000000,-17437000000,6770999999,0,-316.65375776671544,-159.69491067094435,-98.28669331810393,0.6940238268763206
519,317400,2022-05-10,8810,85823,754128950,341674001200,38782520,2021-12-31,Y,544346000000,140393000000,100051000000,120549000000,120549000000,45458000000,0,115451000000,0,7281000000,308346000000,304032000000,435731000000,64370000000,50822000000,1010000000,36537000000,36537000000,6769000000,848000000,942.0996882100493,539.1604258825884,74.73457675753228,0.125128854559491
520,033240,2022-05-10,30150,595447,17768389500,539685000000,17900000,2021-12-31,Y,437943999999,71100000000,35526000000,137209999999,137209999999,38837000000,0,1989999999,172000000,159000000,298744000000,298744000000,347855000000,65423000000,16316000000,1548000000,21532000000,21532000000,24446000000,430000000,1202.9050279329608,-354.1899441340782,439.6214511041009,0.0570134209905829
521,000950,2022-05-10,56300,7399,423925000,94584000000,1680000,2021-12-31,Y,383313000000,500000000,631000000,214719999999,214719999999,6553000000,0,24568000000,2319000000,8366000000,144025000000,144025000000,133745000000,13026000000,7359999999,202000000,160000000,160000000,9897000000,1000000,95.23809523809524,3513.690476190476,-97.28951380653903,-6.076194410586802
522,348950,2022-05-10,5680,379435,2146213010,940608000000,165600000,2021-12-31,Y,1884600000000,2000000000,155100000000,28400000000,28400000000,8700000000,0,1050300000000,0,0,805900000000,805900000000,46300000000,46300000000,24100000000,11600000000,17000000000,17000000000,11600000000,0,102.65700483091787,91.18357487922705,12.58278145695364,4.397269597523221
523,194370,2022-05-10,21050,100799,2062725500,280714401050,13335601,2021-12-31,Y,552281000000,1491000000,32313000000,301376000000,301376000000,117918000000,0,49019000000,2590000000,4179000000,201886000000,201754000000,987024000000,156277000000,60970000000,5185000000,48294000000,48264000000,19287000000,756000000,3621.434084598062,173.97041198218213,1981.6379310344828,0.0029332373659970317
524,025620,2022-05-10,1285,4335430,5412434440,95633046140,74422604,2021-12-31,Y,79882000000,124000000,8301000000,19092000000,19092000000,4336000000,0,653000000,5000000,0,60136000000,59776000000,20532000000,2526000000,-17282000000,1307000000,-39805000000,-38564000000,1443000000,300000000,-534.8509439417089,-296.3615731586065,-80.47243380486034,0.029855422723438607
525,036420,2022-05-10,46100,191544,8661622300,879246767800,19072598,2021-12-31,Y,2245640000000,80023000000,320874000000,642490000000,642490000000,190751000000,0,905360000000,37524000000,2536000000,697790000000,175408000000,677130000000,159484000000,-57366000000,69293000000,-49813000000,-52530999999,60449000000,103510999999,-2611.757454333175,-8075.56474477153,67.65851631585097,-0.260882899445478
526,030000,2022-05-10,25250,365789,9210450200,2904790931250,115041225,2021-12-31,Y,2542111000000,164071000000,504309000000,1224222000000,1224222000000,893502000000,0,190622000000,24103000000,9845000000,1127267000000,1117142000000,3325712000000,1279566000000,248180000000,24902000000,167599000000,165485000000,60132000000,10553000000,1456.860355928929,1375.854612118395,5.887667424816788,2.9437450003612042
527,271980,2022-05-10,24500,19322,471168200,360269364000,14704872,2021-12-31,Y,426485999999,4040000000,25963000000,221942999999,221942999999,173031000000,0,37196000000,961000000,1262000000,167347000000,168213000000,700693000000,155976000000,-10530000000,0,-14986000000,-12473000000,8861000000,272000000,-1019.1180174842732,473.6525418242335,-315.1615218951902,0.07627960151263954
528,001560,2022-05-10,9800,78392,748115420,98000000000,10000000,2021-12-31,Y,106469000000,5506000000,11748000000,8629000000,8629000000,7518000000,0,4947000000,73000000,1862000000,92893000000,92823000000,79748000000,17389000000,6604000000,186000000,6095000000,6084000000,2922000000,9000000,609.5,327.0,86.3914373088685,0.1861151241043362
529,002620,2022-05-10,12400,7963,97862150,198069602000,15973355,2021-12-31,Y,892420999999,18643000000,28581000000,298024000000,298024000000,182832000000,0,94084000000,5848000000,3558000000,500314000000,411731000000,762568000000,180507000000,-8975000000,0,-12869999999,-3482000000,8708000000,275000000,-805.7167701462843,935.3701836589746,-186.1388126564487,0.08268035691741633
530,089590,2022-05-10,21100,387587,7854693650,1049928994800,49759668,2021-12-31,Y,1266756000000,2718000000,294273000000,488275000000,488275000000,84188000000,0,594393000000,0,25168000000,184089000000,184089000000,273079000000,-227071000000,-317159000000,18439000000,-272278000000,-272278000000,117760999999,8534999999,-5471.861267241574,-6159.124695124574,11.158459389968554,-0.3455756553469043
531,004910,2022-05-10,8270,44486,353508490,105856000000,12800000,2021-12-31,Y,347025000000,166000000,4347000000,91474000000,91474000000,46271000000,0,81040000000,200000000,1312000000,174512000000,174512000000,238548000000,25991000000,-8796000000,1573000000,-24393000000,-24393000000,6380000000,278000000,-1905.703125,348.75,-646.4381720430108,0.006713102369634954
532,004700,2022-05-10,47700,1222,58617550,317163882600,6649138,2021-12-31,Y,440910999999,3000000000,7697000000,12489000000,12489000000,2243000000,0,51440000000,817000000,0,376982000000,376982000000,104249000000,22501000000,10948000000,303000000,11204000000,11204000000,2574000000,1000000,1685.030450563667,2955.8718739180927,-42.9937926121909,-0.6584228106002294
533,001550,2022-05-10,22150,154112,3466133750,115008093850,5192239,2021-12-31,Y,103779000000,0,662000000,38106000000,38106000000,11670000000,0,12415000000,846000000,5525000000,53258000000,53258000000,84598000000,17605000000,3077000000,221000000,1851000000,1851000000,1413000000,1000000,356.49360516725056,578.7483973676866,-38.4026622296173,-1.6179334512107375
534,000480,2022-05-10,81800,860,70189200,327200000000,4000000,2021-12-31,Y,1349336000000,64519000000,116827000000,448166000000,448166000000,101536000000,0,112491000000,462000000,1987000000,788679000000,664882000000,746291000000,115244000000,33138000000,4766000000,33395999999,25060000000,29613000000,202999999,8348.99999975,9925.5,-15.883330817087302,-0.6168467219937156
535,120030,2022-05-10,114000,2989,333224000,143372214000,1257651,2021-12-31,Y,139549000000,6136000000,72022000000,11267000000,11267000000,7730000000,0,1872000000,100000000,865000000,126409999999,126409999999,68155999999,20241000000,14137000000,645000000,14543000000,14543000000,1409000000,60000000,11563.621386219229,7311.249305252411,58.16204458945078,0.16950063232003143
536,018470,2022-05-10,2325,1877309,4284859635,289071251325,124331721,2021-12-31,Y,347938000000,88000000,33195999999,160233000000,160233000000,25617000000,0,20837000000,643000000,9630000000,166868000000,166868000000,466933000000,29829000000,18279000000,161000000,15676000000,15676000000,4715000000,70000000,126.08206396499571,-71.10011772458293,277.33031674208144,0.06649244457444792
537,002600,2022-05-10,194000,331,64757000,116400000000,600000,2021-12-31,Y,267559000000,30000000000,12778000000,118931000000,118931000000,33372000000,0,2888000000,0,2748000000,145739000000,145739000000,250861000000,35049000000,19073000000,273000000,16075000000,16075000000,5898000000,45000000,26791.666666666668,12528.333333333334,113.84860981774645,0.06360251174221676
538,185750,2022-05-10,92600,30875,2863442300,1110092318800,11988038,2021-12-31,Y,1046700000000,55520000000,131813000000,320230000000,320230000000,179711000000,0,160661000000,8192000000,9454000000,565810000000,566010000000,1343559000000,495818000000,94759000000,5128000000,42356000000,42720000000,25102000000,2380000000,3533.188666902791,7541.267386706649,-53.14860903711078,-0.4931195888811081
539,063160,2022-05-10,33250,33111,1062929050,182408236500,5485962,2021-12-31,Y,298540000000,69000000,3465999999,44311000000,44311000000,22631000000,0,92738000000,57999999,1852000000,161491000000,161491000000,142238000000,13306000000,-11432000000,637000000,-6577000000,-6577000000,16662000000,323000000,-1198.8781548249879,1131.4332837157822,-205.96101176091506,0.1346578221393489
540,001630,2022-05-10,65700,14412,948593000,329147867700,5009861,2021-12-31,Y,1367635000000,65124000000,79850000000,317712000000,317712000000,118219000000,0,209955000000,192000000,4646000000,839968000000,540980000000,925975000000,441409000000,34411000000,7861000000,25825000000,15993000000,32408000000,3328000000,5154.83363710091,22679.671152552935,-77.27112707046172,-0.16494284033925966
541,044380,2022-05-10,1080,764662,809642840,63935183520,59199244,2021-12-31,Y,59714000000,775000000,14082000000,8368000000,8368000000,5285000000,0,6078000000,719000000,833000000,45269000000,45500000000,88248000000,5661000000,-542000000,184000000,3115000000,3364000000,256000000,18000000,52.61891520101169,-50.37226488905838,204.4600938967136,0.10038603689609737
542,013890,2022-05-10,63900,31644,1994102800,1009648755000,15800450,2021-12-31,Y,1018636000000,47796000000,131653000000,438355000000,438355000000,186800000000,0,102053000000,5692000000,824000000,478228000000,478228000000,1123843000000,312604000000,74335000000,17959000000,51657000000,51657000000,28764999999,3459000000,3269.3372657107866,2898.0187273147285,12.812841231709971,1.5254419613421486
543,013870,2022-05-10,5640,40218,222632450,107567659200,19072280,2021-12-31,Y,522464000000,7895999999,9313000000,222364000000,222364000000,77652000000,0,51398000000,4854000000,15399000000,248702000000,239717000000,531332000000,73353000000,8378000000,2421000000,10501000000,9754000000,28348000000,445000000,550.5896515781018,-417.72666928128154,231.80620057738167,0.04419020443994969
544,071320,2022-05-10,35250,4416,155375100,408150726000,11578744,2021-12-31,Y,6517362000000,12496000000,16578000000,1514682000000,1514682000000,600058000000,42895000000,3179502000000,7000000000,0,1823179000000,1823179000000,2536798000000,151311000000,39686000000,10004000000,21459000000,21459000000,255590000000,9818000000,1853.3098235870834,2412.696921185925,-23.18513745704468,-0.8203542238689887
545,010580,2022-05-10,1530,0,0,170215192800,111251760,2021-12-31,Y,47838000000,210000000,1527000000,10207000000,10207000000,8999000000,0,5273000000,197000000,5076000000,32358000000,32358000000,73078000000,-1284000000,-8181999999,102000000,-16606000000,-16606000000,3614000000,86000000,-149.26505432363496,-99.36022585170788,-50.2261624751221,0.2040813367441928
546,035000,2022-05-10,6430,28436,182308660,106528439870,16567409,2021-12-31,Y,564897000000,23401000000,61133000000,394267000000,394267000000,308652000000,0,9466000000,0,3016000000,161164000000,161133000000,458497999999,184459000000,22248000000,8792000000,17308000000,17301000000,8378000000,838000000,1044.7016790615842,545.5288753962675,91.50254481079885,0.06726443640107571
547,088790,2022-05-10,3630,69156,246939570,45185310720,12447744,2021-12-31,Y,136445000000,182000000,17182000000,34637000000,34637000000,6848000000,0,1145000000,1145000000,0,100663000000,100663000000,58961000000,26793000000,3776000000,635000000,3568000000,3568000000,815000000,1000000,286.6382856202698,-145.4882105544587,297.0182219768084,0.04263726447495117
548,003780,2022-05-10,8160,518943,4176048440,106080000000,13000000,2021-12-31,Y,77871000000,2400000000,7398999999,20437000000,20437000000,11931000000,0,9964000000,20000000,127000000,47470000000,47470000000,76350000000,14229000000,6845999999,202000000,6198000000,6198000000,2096000000,1000000,476.7692307692308,395.15384615384613,20.654078255791326,0.8286595140751064
549,010640,2022-05-10,5440,182885,971190260,54400000000,10000000,2021-12-31,Y,48091000000,500000000,455000000,9835000000,9835000000,6139000000,0,8785000000,0,519000000,29470999999,29470999999,53069000000,9343000000,4715000000,206000000,3802000000,3802000000,2004000000,0,380.2,161.2,135.8560794044665,0.10531923837249801
550,100250,2022-05-10,3460,370406,1265894500,193397710320,55895292,2021-12-31,Y,566089000000,60417999999,31967000000,114538000000,114538000000,34703000000,0,61512000000,5239000000,1714000000,390040000000,325238000000,224791000000,31325000000,6858000000,665000000,14974000000,10001000000,8036000000,125000000,267.8937610702526,542.4964950536443,-50.6183425122844,-0.2551558788956849
551,051630,2022-05-10,4785,164437,771696055,57420000000,12000000,2021-12-31,Y,33655000000,0,4146000000,5125000000,5125000000,4970000000,0,3139000000,101000000,28999999,25392000000,25392000000,34785000000,728000000,-3856000000,141000000,-2213000000,-2213000000,622000000,2000000,-184.41666666666666,68.83333333333333,-367.9176755447942,0.07052305567612006
552,272450,2022-05-10,17550,299299,5111888550,916110000000,52200000,2021-12-31,Y,601594000000,141177000000,44354000000,200741000000,200741000000,53747000000,0,228104000000,982000000,13793000000,172748000000,172748000000,247191000000,-145096000000,-185250000000,3064000000,-133583000000,-133583000000,95378000000,1787000000,-2559.0613026819924,-3647.567049808429,29.841966775733574,-0.22981003489392723
553,011000,2022-05-10,10200,756742,7471847120,792320720400,77678502,2021-12-31,Y,249494999999,85948000000,22310000000,34450000000,34450000000,18533000000,0,9591000000,1000000,819999999,205454000000,205454000000,38700000000,8757000000,-27516000000,2805000000,-15951000000,-15951000000,4466000000,165000000,-205.34639043373932,-240.0664214662636,14.462676962676957,-3.434507052993286
554,002780,2022-05-10,2355,3228460,7549645430,342585959475,145471745,2021-12-31,Y,334617000000,22515000000,21745000000,104125000000,104125000000,89099000000,0,59538000000,67000000,13172000000,170954000000,170954000000,444245000000,66396000000,43349000000,221000000,53413000000,53413000000,1098000000,59000000,367.17095818160425,140.2127952751237,161.8669412168456,0.03962455779975459
555,009310,2022-05-10,1225,315505,373071540,72112588275,58867419,2021-12-31,Y,699102000000,85265000000,12198000000,77378000000,77378000000,28308000000,0,2396000000,936000000,907000000,85643000000,76383000000,150563000000,41907000000,2623000000,2745000000,-1134000000,-2004000000,2071000000,1235000000,-19.263626964858098,115.97247027256283,-116.61051706459644,0.5453311526777532
556,000650,2022-05-10,66500,781,51177500,95043130000,1429220,2021-12-31,Y,62705999999,52000000,13293000000,6163000000,6163000000,5524000000,0,20615000000,200000000,3675000000,35928000000,35928000000,29343000000,-4211000000,-9844000000,270000000,-568000000,-568000000,2944000000,0,-397.4195715145324,-4731.951693930955,91.60136034304303,-1.826713638298719
557,035720,2022-05-10,83600,2390050,198490407900,37308205941600,446270406,2021-12-31,Y,22779559000000,1933455000000,5231504000000,5246124000000,5246124000000,1556188000000,126778000000,2885094000000,106718000000,70449000000,13589972000000,9984380000000,6136669000000,6136669000000,594917000000,363243000000,1646153000000,1392152000000,237767000000,135363000000,3688.689587899763,388.4640291384233,849.5575680664512,0.026677268173485293
558,377300,2022-05-10,91900,514324,46686485800,12175025312700,132481233,2021-12-31,Y,3432708999999,1124253000000,1046219000000,844443000000,844443000000,811653000000,10931000000,118148000000,407000000,8813000000,1795638000000,1693246000000,458647000000,458647000000,-27227000000,19630000000,-33863000000,-22935000000,13380000000,6250000000,-255.60601477795726,-189.09093335506623,-35.17624046944233,10.221038418161642
559,006380,2022-05-10,4450,280162,1248227820,178000000000,40000000,2021-12-31,Y,395298000000,14000000,44638000000,207957000000,207957000000,74197000000,0,61335000000,83000000,17522000000,126006000000,126006000000,582429000000,15169000000,3603000000,209000000,1957999999,1957999999,9262000000,0,48.949999975,-1534.65,103.18965236210211,0.8809903791177822
560,109070,2022-05-10,4100,0,0,71952027500,17549275,2021-12-31,Y,33045000000,797000000,4407000000,17138000000,17138000000,12093000000,0,6297000000,0,1666000000,9610000000,9610000000,40868000000,8064000000,-1861000000,1279000000,-1586000000,-1632000000,1245000000,313000000,-90.3741037735177,-359.3310834778075,74.84934982556295,-0.6061105187004404
561,001620,2022-05-10,715,170675,120273483,62409492860,87286004,2021-12-31,Y,568005000000,4472000000,36556000000,312623000000,312623000000,130343000000,0,85308000000,727000000,14997999999,170074000000,167525000000,521441000000,-20456000000,-73285000000,5221000000,-23736000000,-22066000000,35625000000,8810000000,-271.9336309633329,-130.91445909243365,-107.71856130217907,0.02440914548453452
562,029460,2022-05-10,21350,36735,780122050,289378839400,13554044,2021-12-31,Y,964516000000,96840000000,115302000000,115256000000,115256000000,61599000000,0,101955000000,5000000,2165000000,747305000000,669526000000,553763000000,114747000000,65483000000,3983000000,63755999999,52240000000,9508000000,1007000000,4703.835991605162,4236.152693542975,11.040284236568278,0.4111170173890748
563,281820,2022-05-10,20250,44680,885775650,422446509000,20861556,2021-12-31,Y,453026000000,118961999999,45611000000,64036000000,64036000000,33270000000,0,3826000000,0,1344000000,385163000000,385163000000,344546000000,106693000000,52102000000,1729000000,41947000000,41947000000,13519999999,1007000000,2010.7320853727306,2041.554330846654,-1.5097440713782582,-6.6706397435725835
564,381970,2022-05-10,25200,367685,9114748800,1211780631600,48086533,2021-12-31,Y,550024000000,0,45406000000,198597000000,198597000000,23264000000,0,75955000000,3700000000,814000000,275472000000,275472000000,1902393999999,205537000000,71109000000,19717000000,46776000000,46776000000,41729000000,1867000000,972.7463612317403,501.80369626564675,93.84997927890592,0.2760366478819588
565,145270,2022-05-10,1425,285250,395436755,68486602950,48060774,2021-12-31,Y,248900000000,3200000000,5400000000,105500000000,105500000000,2600000000,0,55900000000,14800000000,0,87500000000,86400000000,32000000000,32000000000,18000000000,100000000,11500000000,11500000000,100000000,0,239.2803744692085,233.0382777439248,2.6785714285714355,2.2233331972173853
566,007810,2022-05-10,29300,417816,11805050500,692088004300,23620751,2021-12-31,Y,1064620999999,137060999999,71523000000,333603000000,333603000000,245037000000,0,79032000000,6448999999,24481000000,651986000000,406709000000,1424169000000,149034000000,85113000000,1415000000,72196000000,56198000000,35797000000,382000000,3056.465054815573,-498.54469064086913,713.0774456521739,0.013443473191712142
567,192820,2022-05-10,78500,161995,12305932800,890936456500,11349509,2021-12-31,Y,1411929000000,86207000000,99834000000,787664000000,787664000000,288555000000,1000000,158881000000,1207000000,42488000000,465385000000,561311000000,1591488000000,277511000000,122600000000,8256999999,34336000000,74436000000,48543000000,3259000000,3025.3291133563575,-2559.846421461933,218.1840085401915,0.11892526109463313
568,044820,2022-05-10,13400,14294,186451400,128692541400,9603921,2021-12-31,Y,954665000000,563000000,87779000000,422845000000,422845000000,95647000000,0,189923000000,350000000,27491000000,341897000000,308163000000,575998000000,91958000000,11922000000,6320000000,4343000000,14134000000,25954000000,2438000000,452.2111333485563,-1788.332078116844,125.28675400291121,0.23651483729026307
569,005070,2022-05-10,53300,1946707,103845816100,1603631183700,30086889,2021-12-31,Y,348483000000,10421000000,20047000000,82378000000,82378000000,34050000000,0,60655999999,1101000000,15061000000,205448999999,205448999999,305893000000,39963000000,21793000000,1098000000,17998000000,17998000000,12851000000,190000000,598.2007644592301,390.07023956514746,53.357191547375606,1.6698877656535809
570,005420,2022-05-10,15900,518381,8091297950,442976496300,27860157,2021-12-31,Y,681344000000,14986000000,21602000000,255221000000,255221000000,63366000000,0,123324000000,2490000000,31464999999,302800000000,152875000000,512614000000,64269000000,30483999999,1854000000,23503000000,10887000000,23583000000,408000000,843.6061577111716,-560.693179151862,250.45771717559697,0.0752528522616007
571,071950,2022-05-10,1075,151297,159798420,33225250750,30907210,2021-12-31,Y,79299000000,300000000,988000000,55625000000,55625000000,26345999999,0,4634000000,0,4127000000,19040000000,18769000000,110770000000,23238000000,-4666000000,913000000,-5266000000,-5358000000,3107000000,292000000,-170.3809564176126,-56.394608248366644,-202.12277682157202,0.031215633739096523
572,002020,2022-05-10,27300,26017,703107800,344701429800,12626426,2021-12-31,Y,3966283000000,112944000000,184635000000,2046790000000,2046790000000,919348000000,0,868109000000,25143000000,77602000000,1051384000000,879160000000,5410415000000,662900000000,332198000000,42517000000,170395000000,138797000000,75174000000,6288000000,13495.109384080657,13195.182864889875,2.273000096033794,0.8899933956575766
