,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Liab_Total,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,REV,GROSS,OPR,SGA_2,NETINC,NETINC_1,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,EPS,EPS_prev,EPS Growth,PEG
1140,046310,2022-05-10,3600,86612,305354090,59107107600,16418641,2021-12-31,Y,103285999999,25324000000,9570000000,31537000000,31537000000,11933000000,0,7286000000,206999999,3274000000,64464000000,43315000000,156463000000,32966000000,9953000000,1676000000,9812000000,5814000000,1994000000,247000000,597.6134078332062,-46.41066212483725,1387.6640419947507,0.0043410804408292964
1141,066410,2022-05-10,2840,1060567,2921524520,179019723760,63035114,2021-12-31,Y,302315000000,66817999999,28988000000,89635000000,89635000000,2732000000,0,67373000000,5202000000,0,145306000000,145306000000,26399000000,5197000000,-2085000000,1205000000,50868000000,50868000000,1415000000,11000000,806.9787896314425,-81.3990754423003,1091.3856947963359,0.00322461569155061
1142,206400,2022-05-10,4605,185398,836506790,132563154135,28786787,2021-12-31,Y,130055000000,17766000000,29941000000,42908000000,42908000000,4973000000,0,2210000000,4000000,132000000,84938000000,84869000000,26668000000,7837000000,1537000000,2316000000,8632000000,8637000000,1156000000,1161000000,299.8597933142035,-448.08752015290906,166.91991627257926,0.09200326483517186
1143,019010,2022-05-10,2375,83325,195049940,114475000000,48200000,2021-12-31,Y,627795000000,119979000000,16433000000,194487000000,194487000000,13091999999,105000000,91983000000,2637000000,0,341325000000,302983000000,50929000000,29385000000,2868000000,3796000000,44135000000,41639000000,5880000000,0,915.6639004149378,211.49377593360995,332.9507553462821,0.007790180433824939
1144,177350,2022-05-10,9150,2412273,21509778050,108170238600,11821884,2021-12-31,Y,93352000000,3365000000,7420999999,46311000000,46311000000,6588000000,0,8368000000,36000000,682000000,38673000000,37452000000,24634000000,2000000000,-7461000000,438999999,5600000000,7983000000,1655000000,847000000,473.69776255628966,-191.6784160629558,347.13150926743157,0.05564494584913371
1145,299910,2022-05-10,3165,0,0,25974889140,8206916,2021-12-31,Y,11827000000,2954000000,2405000000,12401000000,12401000000,5546000000,0,4754000000,0,1252000000,-5327000000,-5327000000,45439000000,45439000000,-44122000000,3881000000,-39274000000,-39226000000,3547000000,334000000,-4785.476054586156,-5657.3017196715555,15.410626978827894,-0.04291689154239807
1146,225530,2022-05-10,7670,237519,1794862920,278718036090,36338727,2021-12-31,Y,146065000000,3958000000,26570999999,19012000000,19012000000,7398000000,0,41349000000,53000000,1879000000,85704000000,84340000000,71898000000,19645000000,13213999999,663000000,9791000000,10111000000,8181000000,0,269.4370664112697,236.19429486343867,14.07433298380519,2.0226009219851107
1147,250000,2022-05-10,13950,93688,1276798400,94172725350,6750733,2021-12-31,Y,88616000000,8115000000,9763000000,28001000000,28001000000,7213000000,0,211000000,160000000,0,60404000000,60404000000,60872000000,21411000000,6947000000,964000000,6255000000,6255000000,819999999,145000000,926.5660484572564,208.86620756590432,343.6170212765957,0.04381503432746064
1148,006910,2022-05-10,7000,5329328,37639620380,343908768000,49129824,2021-12-31,Y,111541000000,7059999999,24486000000,19239000000,19239000000,7906999999,0,710000000,0,0,91592000000,91592000000,68539000000,4488000000,-1489000000,325000000,-926000000,-926000000,1684000000,115999999,-18.848021926559312,32.81102737107302,-157.4441687344913,2.358879093995885
1149,226340,2022-05-10,2385,228123,524458805,73218536460,30699596,2021-12-31,Y,83546000000,7201000000,9754000000,35697000000,35697000000,5366000000,0,20748000000,60000000,1098000000,27102000000,22406000000,53805999999,23334000000,-1047000000,1519000000,-3961000000,-3979000000,546000000,973000000,-129.02449921490825,-77.36258157924945,-66.77894736842106,0.276806721926711
1150,014470,2022-05-10,2600,1278694,3389583440,156135876000,60052260,2021-12-31,Y,346311000000,6811000000,10934000000,149964000000,149964000000,49528000000,0,39640000000,1966000000,638000000,156707000000,156707000000,319767000000,81520000000,-4331000000,3194000000,-14581000000,-14581000000,5914000000,447000000,-242.80518335196712,-99.71314984648372,-143.5036740146961,0.07461950678151295
1151,008470,2022-05-10,5790,67319,381646410,48663792000,8404800,2021-12-31,Y,96779000000,15359000000,19895000000,15012000000,15012000000,11935000000,0,1989999999,78000000,220000000,79776000000,79776000000,98227000000,13460000000,-14000000,223000000,2264000000,2264000000,1318000000,0,269.3698838758805,649.0338853988197,-58.4967919340055,-0.36744934317254907
1152,338220,2022-05-10,10000,41742,414021140,113326560000,11332656,2021-12-31,Y,35606000000,19870000000,5141000000,8467000000,8467000000,2515000000,0,4547000000,746000000,416000000,22592000000,22592000000,2248000000,2248000000,-17813000000,897000000,-19556000000,-19556000000,813000000,84000000,-1725.6325436861403,-980.2644675705325,-76.03744711495183,0.07621213885635321
1153,100120,2022-05-10,38700,30138,1160861150,387072175500,10001865,2021-12-31,Y,240842999999,4841000000,41488000000,49596000000,49596000000,16574000000,0,3013000000,419000000,1742000000,188234000000,188036000000,193139000000,95693000000,34809000000,2234000000,33500000000,33474000000,4563000000,964000000,3349.3753414988105,2295.471894491677,45.91227840933839,0.25166238093201104
1154,337930,2022-05-10,8850,448833,3875678740,261715881600,29572416,2021-12-31,Y,110650000000,15355000000,10018000000,34399000000,34399000000,13366000000,487000000,8002000000,0,880000000,68249000000,68053000000,172654000000,104478000000,10838000000,4797000000,7762000000,7720999999,4447000000,496000000,262.474327427289,236.43654951966047,11.012585812356978,3.0617317202140306
1155,099390,2022-05-10,11700,40722,471311300,48248413200,4123796,2021-12-31,Y,44842000000,30574000000,4712000000,3586000000,3586000000,2964000000,0,814000000,0,390000000,40442000000,40442000000,17691000000,12192000000,5308000000,294000000,4940000000,4940000000,276000000,18000000,1197.9254065914026,905.476410569291,32.29780396357793,0.302400908562451
1156,064480,2022-05-10,5140,59877,301230730,61435850000,11952500,2021-12-31,Y,59134000000,9147000000,12572000000,18907000000,18907000000,18298000000,0,447000000,0,13000000,39781000000,39781000000,54363000000,7648000000,3136000000,279000000,2819000000,2819000000,868000000,1240000000,235.85024053545283,72.45346161890818,225.51963048498843,0.09663677859277994
1157,288330,2022-05-10,11350,92508,1027167700,224802923750,19806425,2021-12-31,Y,46657000000,34928000000,8200000000,3556000000,3556000000,2308000000,0,54000000,0,0,43047000000,43047000000,1923999999,758000000,-26392000000,381000000,-26277999999,-26277999999,333000000,48000000,-1326.7411963037246,-970.9980473507965,-36.63685523606489,0.23350245905269942
1158,251630,2022-05-10,9460,71240,655816990,142378486800,15050580,2021-12-31,Y,132416000000,25039000000,12888000000,12813000000,12813000000,5819000000,0,20091000000,48000000,0,99512000000,96282000000,51090000000,13916999999,4964000000,765000000,10644000000,11751000000,656000000,434000000,707.2152701091918,366.4310611285412,93.00090661831369,0.14383094198648927
1159,018290,2022-05-10,6650,151925,976809920,229317888450,34483893,2021-12-31,Y,207648000000,7720000000,33607000000,77492000000,77492000000,22330000000,0,20064000000,0,112000000,110091000000,77840000000,226769999999,95245000000,26391000000,3418000000,17498000000,14913999999,4410000000,3572999999,507.4253072296681,-37.95975123806352,1436.7456073338428,0.0091215710216801
1160,044480,2022-05-10,2215,293932,660959245,71641917915,32343981,2021-12-31,Y,177918000000,877000000,33769000000,48130000000,48130000000,8869000000,0,27239000000,401999999,977000000,102549000000,46249000000,25764000000,3714000000,-5557000000,552000000,-31763000000,-29489000000,1175000000,711000000,-982.0374307046495,-824.4810680540531,-19.109761127985895,0.11802946287677471
1161,033560,2022-05-10,10500,39990,410887400,179550000000,17100000,2021-12-31,Y,180431000000,7300000000,10507000000,17443000000,17443000000,8864000000,0,3039000000,2945000000,94000000,159949000000,159949000000,71492000000,11261000000,1421000000,588000000,65000000,65000000,2556000000,270000000,3.801169590643275,-30.292397660818715,112.54826254826256,24.54331706029819
1162,369370,2022-05-10,4700,71863,328818270,184330103700,39219171,2021-12-31,Y,20558000000,1000000000,15101000000,3006000000,3006000000,853999999,0,1248000000,0,301000000,16303000000,16303000000,15850000000,7814000000,3063000000,364000000,-11036000000,-11036000000,246000000,366000000,-281.3929952777431,84.37200266165749,-433.5146569960712,0.03852838368472092
1163,126340,2022-05-10,39900,26106,1034860700,218183653800,5468262,2021-12-31,Y,98488000000,2991000000,6963000000,24676000000,24676000000,5538000000,0,23571000000,578000000,1546000000,50241000000,50241000000,48958000000,15128000000,5625000000,457000000,7495000000,7495000000,2960000000,113999999,1370.6365934916798,843.9610245449103,62.405200433369444,0.46647652244412946
1164,121800,2022-05-10,13050,1728521,21855353150,669739010850,51320997,2021-12-31,Y,873509000000,13000000,130160999999,82355000000,82355000000,2077000000,0,124927000000,14447000000,0,666227000000,666227000000,17686000000,6734999999,772000000,423000000,223298999999,223298999999,869999999,229000000,4351.026150154487,412.46275866386617,954.8894557775889,0.0031409839735826997
1165,148140,2022-05-10,640,0,0,27653546880,43208667,2021-12-31,Y,124643000000,7454000000,599000000,111657000000,111657000000,44862000000,0,4672000000,972000000,731000000,8314000000,8462000000,77164000000,-2197000000,-24262000000,383000000,-43898000000,-41791000000,672000000,15000000,-1015.9535817200748,-2153.202273053228,52.81662134419639,-0.011927117345187107
1166,082800,2022-05-10,1125,1529926,1713575195,263297955375,234042627,2021-12-31,Y,194471000000,50279000000,13799000000,89023000000,89023000000,14469000000,0,18905000000,0,2288000000,86542000000,85120000000,57729999999,19664000000,-17932000000,3636000000,-71015000000,-69457000000,2651000000,2901000000,-303.427631582686,-188.36312241530257,-61.086537370987855,0.06069485622082204
1167,318410,2022-05-10,13200,19696,253909600,73329207600,5555243,2021-12-31,Y,89822000000,15394000000,14519000000,14355000000,14355000000,4056000000,840000000,3894000000,277000000,1714999999,71573000000,71119000000,36791000000,11705000000,3117000000,334000000,3484000000,3764000000,3389000000,51000000,627.1552837562641,1533.3262649356652,-59.0983799013853,-0.3561420630965463
1168,200780,2022-05-10,12050,75961,916182600,107153227200,8892384,2021-12-31,Y,206719999999,1746000000,2756000000,56764000000,56764000000,9026000000,0,47119000000,0,0,102836999999,104334999999,61617999999,24245000000,3369000000,263000000,3019000000,3071000000,5478000000,110000000,339.504007024438,359.183768942052,-5.47902316844082,-6.47797109121848
1169,141000,2022-05-10,10400,96921,979128910,125992984000,12114710,2021-12-31,Y,189725000000,44439000000,18862000000,29975000000,29975000000,13901000000,0,1064000000,469000000,497000000,158686000000,158077000000,79868000000,25510000000,11460000000,444000000,13837000000,13912000000,939000000,57999999,1142.1651859598785,1212.410367231242,-5.793845315904135,-1.5715837320924761
1170,090460,2022-05-10,26550,527702,13847021400,905448801150,34103533,2021-12-31,Y,793400000000,1470000000,98146000000,371498000000,371498000000,186679000000,0,13925000000,0,4644000000,407977000000,407977000000,1036962999999,100457000000,71085000000,1803000000,81736000000,81736000000,34729000000,202000000,2396.701831449545,759.569397106159,215.5342804200123,0.05139657317924251
1171,083650,2022-05-10,5190,635925,3216331880,134940000000,26000000,2021-12-31,Y,390239000000,3429000000,11025000000,249756000000,249756000000,89629000000,0,76080000000,0,16402000000,64403000000,64334000000,234884000000,-6366000000,-30611000000,1042000000,-34587000000,-34575000000,8451000000,2335000000,-1330.2692307692307,175.46153846153845,-858.1543182814554,0.004546345319909455
1172,086670,2022-05-10,12500,62597,769450650,101831612500,8146529,2021-12-31,Y,186310000000,10231000000,20473000000,60637000000,60637000000,9907000000,512000000,44656000000,611000000,0,81017000000,80984000000,107949000000,25316000000,4619000000,621000000,5729000000,5756000000,2640000000,304000000,703.2442896846006,491.62041883113653,43.04619229539231,0.4129229840568792
1173,335890,2022-05-10,2430,843020,1985761925,141264025920,58133344,2021-12-31,Y,29900000000,13961000000,6158000000,3077000000,3077000000,1973999999,0,306000000,0,0,26517000000,26517000000,18373000000,12300000000,5412000000,405999999,4437000000,4437000000,670000000,47000000,76.32452727990325,-31.15251721972161,345.0027609055771,0.09228254855973383
1174,138580,2022-05-10,10800,41674,448767850,243606560400,22556163,2021-12-31,Y,73229000000,16727000000,7284999999,7945000000,7945000000,3497000000,0,1491000000,0,643000000,63792999999,63266999999,33527000000,33527000000,8991000000,1800000000,6252000000,6238000000,944999999,855000000,277.1748014057178,134.7303617197659,105.72556762092793,0.3685445429603703
1175,082920,2022-05-10,12450,58310,719761850,268162442400,21539152,2021-12-31,Y,206246999999,47255000000,18407000000,35514000000,35514000000,10140000000,0,3990999999,1017000000,2842000000,166742000000,166742000000,113250000000,33219000000,17422000000,750000000,17021000000,17021000000,9465000000,918000000,790.2353815971957,655.9682572461534,20.46853988251116,0.7697080298313453
1176,042370,2022-05-10,9650,153134,1450494830,252830241250,26200025,2021-12-31,Y,455378000000,66236000000,35578000000,96772000000,96772000000,43065000000,0,42249000000,2399000000,21055000000,316358000000,207773999999,323803000000,63723000000,26075000000,3419000000,23603000000,12562000000,14013000000,2981000000,900.877002979959,1057.8997539124487,-14.842876213154387,-0.7216784667858552
1177,307870,2022-05-10,2680,54932,142768665,80885616000,30181200,2021-12-31,Y,29477000000,6044000000,9418000000,3302000000,3302000000,2611000000,0,8012000000,30000000,133000000,18163000000,18163000000,25775000000,7064000000,2247000000,73000000,-1769000000,-1769000000,323000000,15000000,-58.61264628311664,167.32270419996553,-135.02970297029705,0.3386212059527418
1178,357880,2022-05-10,13350,152331,1989241800,138225312600,10353956,2021-12-31,Y,35245000000,10000000000,13208000000,1419000000,1419000000,1185000000,0,417000000,220000000,89000000,33408000000,33408000000,16415000000,16415000000,1183000000,633000000,1165000000,1165000000,482000000,151000000,112.51737983047252,-987.6418250183794,111.39252884803442,1.0651372962146535
1179,032850,2022-05-10,8500,235435,1987004640,141297990500,16623293,2021-12-31,Y,71732000000,11853000000,7848999999,8184000000,8184000000,3331000000,903999999,4574000000,283000000,178000000,58974000000,58690000000,36434000000,12403000000,6409000000,846000000,4892000000,4842000000,1630000000,505999999,294.28585539579916,394.32620239563846,-25.36994660564454,-1.1384920017753286
1180,238200,2022-05-10,8520,16783,142217570,69693600000,8180000,2021-12-31,Y,54648000000,16488999999,4527000000,3619000000,3619000000,1273000000,0,387000000,7000000,0,50642000000,50642000000,12117000000,4135000000,-1017000000,194000000,4493000000,4493000000,1689999999,56000000,549.2665036674816,-67.6039119804401,912.4773960216996,0.016999430214208234
1181,093190,2022-05-10,6880,93900,640808160,132363666400,19238905,2021-12-31,Y,228271999999,45082000000,38757000000,19320000000,19320000000,12304000000,0,9190000000,822000000,78000000,199762000000,169642000000,100390000000,32695000000,14012000000,848000000,25857000000,25773000000,4875000000,129000000,1343.9954093021406,290.50509891285395,362.6409017713365,0.01411607206805074
1182,065450,2022-05-10,7200,2351432,16757174810,206300160000,28652800,2021-12-31,Y,92868000000,4983000000,3190000000,28704000000,28704000000,3440000000,0,5871000000,0,5673000000,58292999999,58292999999,102466000000,12187000000,7133000000,209000000,5265000000,5265000000,2381000000,587000000,183.75167522894796,102.88697788697789,78.59565807327002,0.49854301369660886
1183,072950,2022-05-10,8010,77168,606713180,49909180590,6230859,2021-12-31,Y,83414000000,25493000000,5765000000,14259000000,14259000000,4991000000,0,2298000000,2000000,39000000,66857000000,66129000000,81783000000,10934000000,4042000000,381000000,4189000000,4122000000,946000000,95000000,672.2989558903515,169.8000227576968,295.93572778827973,0.04025989884704347
1184,143240,2022-05-10,45850,38610,1740167300,534577208550,11659263,2021-12-31,Y,193599000000,28363000000,10896000000,41169000000,41169000000,16177000000,0,601000000,0,0,151828000000,151733000000,129013000000,129013000000,39086000000,3350000000,31822000000,32068000000,1892000000,1458000000,2729.3320341088456,1854.3196083663265,47.18778908418131,0.3560027378095338
1185,100090,2022-05-10,19950,349541,6806508800,739679606400,37076672,2021-12-31,Y,739392000000,26089000000,96472000000,495760999999,495760999999,97385000000,0,63551000000,1000000,2338000000,180080000000,140418000000,503060000000,43376000000,26432000000,1155000000,-86812000000,-50542000000,18820000000,420000000,-2341.4183452063876,330.2615725596947,-808.9587586770111,0.010532646335997155
1186,122350,2022-05-10,3790,271352,1009076490,145306432120,38339428,2021-12-31,Y,521388000000,11293000000,15771000000,254190000000,254190000000,80496000000,1585000000,116958000000,202999999,7008000000,150239000000,139586000000,554723000000,47870000000,-4167000000,0,-12068000000,-12068000000,50555000000,0,-314.76734603343584,-193.56052988062316,-62.61959306867261,0.19228229481064296
1187,014970,2022-05-10,6150,60825,374143830,93018750000,15125000,2021-12-31,Y,114979000000,3636000000,15478000000,40055000000,40055000000,8314000000,0,12043000000,86000000,4465000000,62880999999,63290000000,87693000000,7325000000,914000000,319000000,-1257000000,-1247000000,5016000000,93000000,-83.10743801652893,-363.8347107438017,77.15791386516445,-0.9590798007840035
1188,018310,2022-05-10,23750,164878,3861341400,349125000000,14700000,2021-12-31,Y,548376000000,32145999999,27963000000,119792000000,119792000000,92359000000,0,38174000000,869000000,0,390410000000,390410000000,209928000000,33750000000,3709000000,2080000000,30279000000,30279000000,32942000000,964000000,2059.795918367347,47.95918367346939,4194.893617021276,0.0027486438407251595
1189,053700,2022-05-10,5040,68541,345184305,94872435840,18823896,2021-12-31,Y,789701000000,1463000000,147998000000,437217000000,437217000000,152561000000,0,117419000000,600000000,18370000000,235066000000,234877000000,1029815000000,109539000000,16608000000,4786000000,12151000000,12788000000,44865000000,1137000000,645.5093037063103,-595.0946605314862,208.4717014818782,0.03745250919674415
1190,009620,2022-05-10,1690,2153847,3502955345,76481898090,45255561,2021-12-31,Y,330137000000,1563000000,17110000000,198360000000,198360000000,69339000000,0,77699000000,35000000,9188000000,54079000000,30120999999,356025000000,30735000000,14591999999,1563000000,1875000000,-551000000,11774000000,1339000000,41.43137237874479,-156.09131439117505,126.54303510758776,0.3223436644562837
1191,023600,2022-05-10,13100,70075,888095600,211827000000,16170000,2021-12-31,Y,681795000000,45854000000,31852999999,102857000000,102857000000,59870000000,0,86624000000,1009000000,3193000000,492314000000,442260000000,534022000000,120705000000,70235000000,1463000000,60162000000,53127000000,18784000000,0,3720.5936920222634,2567.470624613482,44.912804701801704,0.07839509191320944
1192,009300,2022-05-10,17650,37759,662328850,112430500000,6370000,2021-12-31,Y,189172000000,45638000000,7984000000,14594000000,14594000000,4842000000,0,2553000000,0,0,172024000000,172024000000,54666000000,32658000000,6048000000,1967000000,3392000000,3392000000,3679999999,19000000,532.4960753532182,19.46624803767661,2635.483870967742,0.012576735742246136
1193,225190,2022-05-10,13400,38904,512678100,135606660000,10119900,2021-12-31,Y,52626000000,25000000,14141000000,9020000000,9020000000,6551000000,0,6234000000,252000000,2839000000,37372000000,37372000000,57676000000,24921000000,12237000000,505999999,10616000000,10616000000,3483000000,78000000,1049.0222235397582,211.3657249577565,396.3066853669939,0.032232108102877605
1194,361670,2022-05-10,8740,15788,136131870,49535330920,5667658,2021-12-31,Y,29117000000,16775000000,1338000000,1875000000,1875000000,1626000000,0,1189000000,0,0,26054000000,26054000000,12526000000,2729000000,-582000000,79000000,-1445000000,-1445000000,828999999,19000000,-254.95539780276087,222.13760957347816,-214.77362986497218,0.15961226640599088
1195,054540,2022-05-10,5090,263415,1310648350,66170000000,13000000,2021-12-31,Y,110382000000,18828000000,8344000000,35307000000,35307000000,7619000000,0,2041000000,97000000,120000000,73033000000,71465000000,69812000000,8344000000,821000000,229999999,-7734000000,-6780000000,2375000000,0,-594.9230769230769,536.6153846153846,-210.86582568807336,0.04057427478619926
1196,065570,2022-05-10,6220,30416,186045490,67138742200,10794010,2021-12-31,Y,95113000000,6722000000,3261999999,19682000000,19682000000,4808000000,0,211000000,0,0,75220000000,75220000000,40114000000,12215000000,1141000000,501000000,622000000,622000000,1521000000,1168000000,57.62455287701234,-225.03221694254498,125.60724578015645,0.8593461255326122
1197,032280,2022-05-10,2740,248220,667348685,44425236600,16213590,2021-12-31,Y,99430000000,1000000,15000000,28108000000,28108000000,11680000000,0,12170000000,0,274000000,59152000000,59152000000,85369000000,4011000000,-2759000000,528000000,-2604000000,-2604000000,3012000000,0,-160.6060101433427,-193.84972729666902,17.14922048997773,-0.9948197195822611
1198,002290,2022-05-10,4690,185555,852669830,58156000000,12400000,2021-12-31,Y,73242000000,10665000000,32508000000,10325000000,10325000000,10158000000,0,1212000000,581000000,0,61704000000,61704000000,73804000000,6522000000,3310000000,28999999,2948000000,2948000000,120000000,0,237.74193548387098,194.67741935483872,22.12096106048053,0.8917909431392578
1199,037460,2022-05-10,11900,87722,1021700250,194190411800,16318522,2021-12-31,Y,816261000000,4717000000,76485000000,331053000000,331053000000,135010999999,0,59445000000,855000000,549000000,425763000000,268326000000,2500016000000,147586000000,93144000000,3513000000,61319000000,30573000000,5206000000,366000000,3757.6319718170553,3049.9085640231388,23.204741812336746,0.13647590359208364
1200,032750,2022-05-10,7730,18998,143530770,55656000000,7200000,2021-12-31,Y,113580000000,25419000000,11188000000,19692000000,19692000000,16277000000,0,2242000000,0,19000000,91646000000,91582000000,128731000000,13190000000,1165000000,960000000,9619000000,9625000000,3030000000,112000000,1335.9722222222222,913.4722222222222,46.252090618823175,0.12509809542381295
1201,054090,2022-05-10,2790,181463,497461585,69636257280,24959232,2021-12-31,Y,197173000000,6731000000,30425000000,84367000000,84367000000,44266000000,0,17579000000,36000000,564000000,95228000000,94925000000,221951000000,23423000000,-791000000,791000000,988000000,985000000,7628000000,161000000,39.58455131952778,-58.7758469491369,167.34832992501705,0.42116967532904004
1202,000250,2022-05-10,38100,129947,4981534400,867462362100,22768041,2021-12-31,Y,343948000000,56940000000,49113000000,54019000000,54019000000,24571000000,0,39628000000,0,10314000000,250301000000,174095000000,167275000000,83078000000,-15293000000,1830999999,-10361000000,-16555000000,6340000000,400000000,-455.0676977435169,329.1894985607238,-238.23882588392263,0.3514280532336581
1203,024950,2022-05-10,9400,175572,1616208300,124771623800,13273577,2021-12-31,Y,122866000000,562000000,8943000000,20061000000,20061000000,4204999999,0,3797999999,0,192000000,99006000000,99006000000,127268000000,41301000000,10846000000,1862000000,4356000000,4356000000,1517000000,345000000,328.17077114932925,1081.923885324958,-69.66785042824316,-0.41114550378433373
1204,038500,2022-05-10,4930,363824,1778270355,532027388580,107916306,2021-12-31,Y,1412331000000,356000000,33173000000,343942000000,343942000000,87724000000,0,412306000000,2483000000,38656000000,656083000000,655932000000,568988000000,105834999999,52671000000,1789999999,20335000000,20345000000,60588000000,2257000000,188.43306219173218,126.98729698920569,48.387332165791015,0.5407021985943202
1205,017480,2022-05-10,6970,164145,1107363980,109449143300,15702890,2021-12-31,Y,212141000000,0,52652000000,36049000000,36049000000,28787000000,0,21000000,0,0,176071000000,176071000000,322147000000,41653000000,33149000000,206999999,25396000000,25396000000,1978000000,1000000,1617.2819143482504,492.0113431349261,228.7082578307015,0.018843657520579735
1206,046390,2022-05-10,4425,1028156,4502257980,191040228525,43172933,2021-12-31,Y,80786000000,4246000000,7005000000,21869000000,21869000000,6851000000,0,14816999999,90000000,4397000000,44101000000,44102000000,32925000000,10026000000,6750000000,197000000,6409000000,6409000000,647000000,0,148.44949264855367,-22.236154305291233,767.6041666666666,0.03883266836666387
1207,027580,2022-05-10,1850,518106,933064505,109485366150,59181279,2021-12-31,Y,133221000000,394000000,24873000000,71102000000,71102000000,28506000000,0,5335000000,0,5271000000,56784000000,56784000000,133483000000,20025000000,3226000000,653000000,1984000000,1984000000,3609000000,473000000,33.52411494858028,54.51048126215724,-38.49969001859888,-1.433366250454116
1208,038540,2022-05-10,10800,661778,7054517200,597545780400,55328313,2021-12-31,Y,5745403000000,215396999999,547560999999,437062000000,437062000000,136632000000,0,83966000000,15000000,1985000000,801596000000,698387000000,569034000000,215503000000,132130000000,5778000000,102256000000,101138000000,7153000000,1281000000,1848.1676822497732,1162.4970383608118,58.982571246443506,0.09907376851743295
1209,101000,2022-05-10,909,98184,88684976,65221469928,71750792,2021-12-31,Y,46899000000,0,1273000000,20866000000,20866000000,8184999999,0,1462000000,15000000,42000000,24571000000,24571000000,51155000000,-1599000000,-3557000000,219000000,-5141000000,-5141000000,902999999,21000000,-71.65077703950641,19.623476769427157,-465.12784090909093,0.027275369518834105
1210,091580,2022-05-10,15600,164502,2534629000,211297288800,13544698,2021-12-31,Y,200693000000,754000000,29844000000,85522000000,85522000000,31988000000,0,13722000000,134000000,0,101450000000,101450000000,197509000000,37949000000,19652000000,557000000,17523000000,17523000000,10098000000,153000000,1293.716552410397,637.8879765351727,102.8125,0.11728420921387384
1211,263810,2022-05-10,4115,134401,541851210,58617014570,14244718,2021-12-31,Y,65394000000,2866000000,5090000000,20573000000,20573000000,11632000000,0,5672000000,0,82000000,39149000000,39149000000,102968000000,8895000000,1361000000,309000000,2073999999,2073999999,1196000000,0,145.5978278404669,145.5978278404669,0.0,inf
1212,089980,2022-05-10,38450,161282,6173771750,614778472650,15989037,2021-12-31,Y,319567000000,39546000000,17617000000,95788000000,95788000000,27733999999,0,42179000000,2491000000,0,181600000000,181600000000,178481000000,37998000000,11967000000,713000000,9299000000,9299000000,10665000000,60000000,581.5859954542603,145.09942030905302,300.8189655172414,0.21977444424404363
1213,042940,2022-05-10,1585,4728464,7139189580,146648920130,92522978,2021-12-31,Y,134685999999,19275000000,26568000000,41828000000,41828000000,3393000000,0,35511000000,1092000000,28999999,57347000000,57347000000,22353000000,5861000000,-14672999999,802999999,-39497000000,-39497000000,961999999,12000000,-426.88855086354874,-75.85142795555068,-462.79566828156175,0.008022790914481243
1214,042600,2022-05-10,23750,64499,1467044350,295059882500,12423574,2021-12-31,Y,232360000000,10000000,6095000000,93377000000,93377000000,19838000000,0,28522000000,0,6160000000,110460999999,106840000000,192047000000,13629000000,-629000000,339000000,28952000000,28589000000,4871000000,28000000,2330.4083027959587,-130.0752907335683,1891.5841584158416,0.005387731282378132
1215,252990,2022-05-10,6380,341450,2165532920,319981537480,50153846,2021-12-31,Y,160768000000,95548000000,10166000000,5337000000,5337000000,2486000000,259000000,48341000000,507000000,428000000,107090000000,107090000000,47572000000,23069000000,13627000000,384000000,11911000000,11911000000,2345000000,459000000,237.48926453217567,120.32975497033667,97.36536868268436,0.2759130128170074
1216,263540,2022-05-10,10900,0,0,62519642300,5735747,2021-12-31,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1047.989041357647,100.0,inf
1217,294630,2022-05-10,3040,92479,277883185,65023046400,21389160,2021-12-31,Y,21664000000,2817000000,6256000000,10671000000,10671000000,798000000,0,1124000000,38000000,865000000,9869000000,9869000000,1137000000,-1367000000,-3633000000,147000000,-3996000000,-3996000000,552000000,71000000,-186.82360597611125,-212.35055514101535,12.021136063408193,-1.3536186220506217
1218,038070,2022-05-10,13650,68550,915370750,116034227400,8500676,2021-12-31,Y,136566000000,60359000000,14972999999,24808000000,24808000000,13694000000,0,35256000000,150000000,286000000,76502000000,74861000000,80716000000,20968000000,7256999999,1292000000,15768000000,15588999999,1085000000,844000000,1854.9113035245668,564.7786129009035,228.43157675484272,0.03221464620716307
1219,006730,2022-05-10,10050,460421,4582813500,607017035250,60399705,2021-12-31,Y,2058278000000,158742000000,40125000000,311857000000,311857000000,119925000000,0,945251000000,72791000000,0,801169000000,666738000000,96733000000,30388000000,-5333000000,806000000,39205000000,40248000000,15443000000,490000000,649.0925742104204,-583.0492052899928,211.32723761926394,0.07326624685320839
1220,079650,2022-05-10,2530,54853,135350640,50600000000,20000000,2021-12-31,Y,113135999999,56002000000,5999000000,9797000000,9797000000,6500000000,0,517000000,505000000,0,102823000000,67030999999,56085000000,11628000000,4456000000,332000000,5093000000,3944000000,3424000000,0,254.65,-631.85,140.30228693519032,0.07081285273827839
