,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Inventory,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Receviables,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,Current_Assets_Total,REV,GROSS,CGS,OPR,SGA_2,NETINC,NETINC_1,FINCOST,FININC,TAX,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,CFO_Total,PER,ROA,CurrentRatio,LiabRatio,GrossMargin,AssetTurnover,ROA_prev,GrossMargin_prev,AssetTurnover_prev,LiabRatio_prev,CurrentRatio_prev,SHARES_prev,F_ROA,F_ROA_dt,F_CFO,F_Accrual,F_Liquid,F_Lever,F_Shares,F_Margin,F_Turn,F_Score
1518,205100,2022-05-10,4575,514721,2330805220,160730148975,35132273,2021-12-31,Y,112308999999,0,18795000000,37232000000,7801000000,19215000000,6991000000,3334000000,1332000000,43000000,0,91762000000,85300000000,64049000000,47330000000,28095000000,19236000000,12306000000,593000000,11279000000,10730000000,933000000,1914000000,2178000000,947000000,249000000,17079000000,14.250390014628957,10.04282826852739,3.33328129065834,0.20940040539656937,0.5935981407141347,0.42142659983101466,9.224216481956306,0.6187911583031294,0.41510033692865167,0.11171381403373758,5.888222222222222,35132273,0,0,0,0,0,0,0,0,0,0
1519,070300,2022-05-10,3415,37338,127233295,25155142710,7366074,2021-12-31,Y,25636000000,835000000,10010000000,6014000000,2119000000,1888000000,1555000000,0,225000000,6000000,0,23523000000,23523000000,19428000000,11007000000,5563000000,5444000000,459000000,448000000,1125000000,1125000000,214000000,732000000,-16000000,405999999,42000000,438000000,22.360126853333334,4.388360118583242,10.290254237288135,0.08026187135994559,0.5054056509493958,0.42935715400218444,-3.416161698320387,0.5051393556038742,0.41148481028101996,0.08768239190761794,8.936191934660542,7366074,0,0,0,0,0,0,0,0,0,0
1520,092870,2022-05-10,11900,64684,757286200,124665911300,10476127,2021-12-31,Y,153480000000,12965000000,9000000000,10537000000,15047000000,16477000000,8673000000,0,4466000000,288000000,177000000,132536999999,132536999999,47967000000,66186000000,23309000000,42877000000,6281000000,281000000,34026000000,34026000000,409000000,4052000000,5883000000,1186000000,135000000,-6850000000,3.663842687944513,22.16966379984363,2.9111488741882625,0.12432000120814807,0.3521741758075726,0.4312353401094605,10.330227179975514,0.32681183067321506,0.5732043259335464,0.1929390187987162,2.7356358259400086,10476127,0,0,0,0,0,0,0,0,0,0
1521,317870,2022-05-10,12050,27412,317754350,93322273350,7744587,2021-12-31,Y,38752000000,1720000000,6239000000,6623000000,865000000,9493000000,869000000,0,10786000000,142000000,1565000000,18474000000,18029000000,15750000000,8871000000,2671000000,6200000000,-767000000,222000000,-2364000000,-2408000000,1336000000,169000000,-28999999,1310000000,101000000,-272000000,-39.476426967005075,-6.1003303055326175,1.6591172442852629,0.5138573129804049,0.30109345056927067,0.2289172171758877,-6.667350844964423,0.2802197802197802,0.2801724137931034,0.2230147645650439,3.6452695144263028,7744587,0,0,0,0,0,0,0,0,0,0
1522,067570,2022-05-10,4255,186515,771857695,139669149560,32824712,2021-12-31,Y,962301000000,40746000000,21114000000,71403000000,156095000000,488005000000,197590000000,0,185411000000,1753000000,26133000000,288886000000,163479000000,384744000000,1068809000000,124143000000,944666000000,42785000000,8685000000,19611000000,15363000000,15459000000,7073999999,8320000000,32499000000,5816000000,46977000000,7.121979988781806,2.0379278417044144,0.7884017581787072,1.6892649695727726,0.11615078091595411,1.1106805458998796,-1.3781969660524998,0.10829779469266462,1.1203253096225207,1.6308599315329633,0.823719187032284,32824712,0,0,0,0,0,0,0,0,0,0
1523,236810,2022-05-10,17550,96904,1638476250,148959363150,8487713,2021-12-31,Y,80547000000,102000000,9083000000,16853000000,10999000000,16690000000,13351000000,0,22707000000,100000000,0,41151000000,41151000000,38009000000,82406000000,82406000000,0,3143000000,905000000,1698000000,1698000000,2315000000,2281000000,944000000,776000000,129000000,4410000000,87.72636227915194,2.1080859622332304,2.277351707609347,0.40557945128915457,1.0,1.0230796926018348,6.940104595169559,1.0,1.4565338947293536,0.5649770546516479,1.5394129592025105,8487713,0,0,0,0,0,0,0,0,0,0
1524,333620,2022-05-10,17950,55236,968061000,189486374800,10556344,2021-12-31,Y,69807000000,7284999999,20338000000,10191000000,11850000000,13602000000,5452000000,0,1471000000,0,129000000,54734000000,54734000000,54263000000,42689000000,12739000000,29950000000,7698999999,98000000,4829000000,4829000000,2542000000,280000000,1250000000,305000000,45000000,1564000000,39.23925756885483,6.9176443623132355,3.9893398029701514,0.24851098037782732,0.29841411136358315,0.6115289297634907,12.849804217408487,0.3267100887679666,1.3071451665050113,0.845921247144201,1.7261895305425372,10556344,0,0,0,0,0,0,0,0,0,0
1525,101400,2022-05-10,932,475711,412245896,42999366188,46136659,2021-12-31,Y,35087000000,2064000000,8529000000,15641999999,2348000000,14469000000,1052999999,0,751000000,30000000,13000000,19867000000,19867000000,29173000000,15794000000,3501000000,12294000000,652000000,658000000,-840000000,-840000000,1688000000,779000000,0,473000000,184000000,-541000000,-51.18972165238095,-2.394049078006099,2.016241620015205,0.7282931494438013,0.22166645561605672,0.4501382278336706,-23.885416666666668,0.23652416356877323,0.3736111111111111,0.26835428505826303,2.003208556149733,46136659,0,0,0,0,0,0,0,0,0,0
1526,217820,2022-05-10,10700,102386,1067454300,123191635900,11513237,2021-12-31,Y,122914000000,38923000000,0,36681000000,20361000000,67972000000,11279000000,0,1151000000,13000000,0,53790000000,53790000000,97231000000,46215000000,8918000000,37297000000,2350000000,165000000,7965000000,7965000000,691000000,4613000000,1914999999,926000000,91000000,10860000000,15.466620954174514,6.480140586100851,1.4304566586241394,1.2636549544525004,0.1929676511954993,0.3759945978489025,3.9742718192752187,0.18507789751748566,0.6968153532395545,1.2700282173966384,1.3966962905718703,11513237,0,0,0,0,0,0,0,0,0,0
1527,031860,2022-05-10,1685,5826344,8992967545,120099493840,71275664,2021-12-31,Y,65512000000,2859000000,16204000000,3622000000,2223000000,25737000000,2151000000,0,934000000,17000000,650000000,38840000000,40341000000,25457000000,25439000000,2565000000,22874000000,-8640000000,960000000,-15796000000,-14912000000,3907000000,3529000000,10000000,816000000,144000000,-12326000000,-7.60315863762978,-24.111613139577482,0.9891207211407701,0.6626416065911431,0.100829435119305,0.3883105385272927,-25.406703253626027,0.10051347881899872,0.25447536913628643,0.21337515582901034,2.156615152657369,71275664,0,0,0,0,0,0,0,0,0,0
